"";"comuna_name";"edad";"hombres";"mujeres";"total"
"1139";"Frutillar";"70-74";251;240;491
"1140";"Frutillar";"75-80";233;352;585
"1141";"Futaleufú";"20-24";96;102;198
"1142";"Futaleufú";"25-29";107;93;200
"1143";"Futaleufú";"30-34";120;117;237
"1144";"Futaleufú";"35-39";141;127;268
"1145";"Futaleufú";"40-44";154;123;277
"1146";"Futaleufú";"45-49";145;105;250
"1147";"Futaleufú";"50-54";101;125;226
"1148";"Futaleufú";"55-59";106;119;225
"1149";"Futaleufú";"60-64";136;71;207
"1150";"Futaleufú";"65-69";64;61;125
"1151";"Futaleufú";"70-74";46;53;99
"1152";"Futaleufú";"75-80";58;63;121
"1153";"Futrono";"20-24";684;672;1356
"1154";"Futrono";"25-29";707;705;1412
"1155";"Futrono";"30-34";555;594;1149
"1156";"Futrono";"35-39";534;466;1000
"1157";"Futrono";"40-44";582;500;1082
"1158";"Futrono";"45-49";561;557;1118
"1159";"Futrono";"50-54";500;464;964
"1160";"Futrono";"55-59";459;367;826
"1161";"Futrono";"60-64";358;316;674
"1162";"Futrono";"65-69";261;254;515
"1163";"Futrono";"70-74";217;157;374
"1164";"Futrono";"75-80";262;271;533
"1165";"Galvarino";"20-24";515;467;982
"1166";"Galvarino";"25-29";446;443;889
"1167";"Galvarino";"30-34";361;347;708
"1168";"Galvarino";"35-39";415;363;778
"1169";"Galvarino";"40-44";466;409;875
"1170";"Galvarino";"45-49";475;379;854
"1171";"Galvarino";"50-54";422;365;787
"1172";"Galvarino";"55-59";374;364;738
"1173";"Galvarino";"60-64";305;297;602
"1174";"Galvarino";"65-69";250;239;489
"1175";"Galvarino";"70-74";226;203;429
"1176";"Galvarino";"75-80";265;333;598
"1177";"General Lagos";"20-24";35;20;55
"1178";"General Lagos";"25-29";23;20;43
"1179";"General Lagos";"30-34";21;20;41
"1180";"General Lagos";"35-39";15;14;29
"1181";"General Lagos";"40-44";22;17;39
"1182";"General Lagos";"45-49";9;15;24
"1183";"General Lagos";"50-54";18;22;40
"1184";"General Lagos";"55-59";20;22;42
"1185";"General Lagos";"60-64";13;14;27
"1186";"General Lagos";"65-69";17;14;31
"1187";"General Lagos";"70-74";8;9;17
"1188";"General Lagos";"75-80";17;24;41
"1189";"Gorbea";"20-24";644;601;1245
"1190";"Gorbea";"25-29";566;550;1116
"1191";"Gorbea";"30-34";511;500;1011
"1192";"Gorbea";"35-39";503;487;990
"1193";"Gorbea";"40-44";541;524;1065
"1194";"Gorbea";"45-49";583;521;1104
"1195";"Gorbea";"50-54";551;481;1032
"1196";"Gorbea";"55-59";490;468;958
"1197";"Gorbea";"60-64";388;407;795
"1198";"Gorbea";"65-69";340;305;645
"1199";"Gorbea";"70-74";260;297;557
"1200";"Gorbea";"75-80";358;595;953
"1201";"Graneros";"20-24";1567;1465;3032
"1202";"Graneros";"25-29";1285;1174;2459
"1203";"Graneros";"30-34";1076;1030;2106
"1204";"Graneros";"35-39";1225;1186;2411
"1205";"Graneros";"40-44";1209;1231;2440
"1206";"Graneros";"45-49";1166;1176;2342
"1207";"Graneros";"50-54";1057;1050;2107
"1208";"Graneros";"55-59";866;975;1841
"1209";"Graneros";"60-64";699;638;1337
"1210";"Graneros";"65-69";539;591;1130
"1211";"Graneros";"70-74";376;351;727
"1212";"Graneros";"75-80";392;598;990
"1213";"Guaitecas";"20-24";106;87;193
"1214";"Guaitecas";"25-29";97;54;151
"1215";"Guaitecas";"30-34";96;62;158
"1216";"Guaitecas";"35-39";87;67;154
"1217";"Guaitecas";"40-44";55;46;101
"1218";"Guaitecas";"45-49";63;32;95
"1219";"Guaitecas";"50-54";67;41;108
"1220";"Guaitecas";"55-59";51;25;76
"1221";"Guaitecas";"60-64";32;29;61
"1222";"Guaitecas";"65-69";36;21;57
"1223";"Guaitecas";"70-74";19;6;25
"1224";"Guaitecas";"75-80";22;22;44
"1225";"Hijuela";"20-24";728;723;1451
"1226";"Hijuela";"25-29";769;806;1575
"1227";"Hijuela";"30-34";698;627;1325
"1228";"Hijuela";"35-39";615;641;1256
"1229";"Hijuela";"40-44";600;575;1175
"1230";"Hijuela";"45-49";631;569;1200
"1231";"Hijuela";"50-54";559;538;1097
"1232";"Hijuela";"55-59";475;428;903
"1233";"Hijuela";"60-64";357;338;695
"1234";"Hijuela";"65-69";291;279;570
"1235";"Hijuela";"70-74";227;249;476
"1236";"Hijuela";"75-80";319;356;675
"1237";"Hualaihué";"20-24";534;402;936
"1238";"Hualaihué";"25-29";434;371;805
"1239";"Hualaihué";"30-34";426;330;756
"1240";"Hualaihué";"35-39";445;362;807
"1241";"Hualaihué";"40-44";456;320;776
"1242";"Hualaihué";"45-49";439;277;716
"1243";"Hualaihué";"50-54";353;287;640
"1244";"Hualaihué";"55-59";270;238;508
"1245";"Hualaihué";"60-64";241;208;449
"1246";"Hualaihué";"65-69";207;152;359
"1247";"Hualaihué";"70-74";126;135;261
"1248";"Hualaihué";"75-80";175;188;363
"1249";"Hualañé";"20-24";394;362;756
"1250";"Hualañé";"25-29";339;339;678
"1251";"Hualañé";"30-34";322;307;629
"1252";"Hualañé";"35-39";348;322;670
"1253";"Hualañé";"40-44";406;332;738
"1254";"Hualañé";"45-49";418;401;819
"1255";"Hualañé";"50-54";442;356;798
"1256";"Hualañé";"55-59";343;306;649
"1257";"Hualañé";"60-64";268;248;516
"1258";"Hualañé";"65-69";220;212;432
"1259";"Hualañé";"70-74";174;147;321
"1260";"Hualañé";"75-80";251;313;564
"1261";"Hualpén";"20-24";5102;4820;9922
"1262";"Hualpén";"25-29";4552;4471;9023
"1263";"Hualpén";"30-34";3524;3676;7200
"1264";"Hualpén";"35-39";3291;3542;6833
"1265";"Hualpén";"40-44";3539;3908;7447
"1266";"Hualpén";"45-49";3621;4121;7742
"1267";"Hualpén";"50-54";3492;3744;7236
"1268";"Hualpén";"55-59";2953;3560;6513
"1269";"Hualpén";"60-64";2348;2779;5127
"1270";"Hualpén";"65-69";1852;2328;4180
"1271";"Hualpén";"70-74";1268;1698;2966
"1272";"Hualpén";"75-80";1148;2228;3376
"1273";"Hualqui";"20-24";1132;1089;2221
"1274";"Hualqui";"25-29";956;926;1882
"1275";"Hualqui";"30-34";752;896;1648
"1276";"Hualqui";"35-39";800;784;1584
"1277";"Hualqui";"40-44";806;859;1665
"1278";"Hualqui";"45-49";785;817;1602
"1279";"Hualqui";"50-54";767;762;1529
"1280";"Hualqui";"55-59";653;646;1299
"1281";"Hualqui";"60-64";535;556;1091
"1282";"Hualqui";"65-69";475;460;935
"1283";"Hualqui";"70-74";352;364;716
"1284";"Hualqui";"75-80";415;631;1046
"1285";"Huara";"20-24";98;77;175
"1286";"Huara";"25-29";112;88;200
"1287";"Huara";"30-34";102;93;195
"1288";"Huara";"35-39";96;63;159
"1289";"Huara";"40-44";95;42;137
"1290";"Huara";"45-49";95;64;159
"1291";"Huara";"50-54";144;95;239
"1292";"Huara";"55-59";92;64;156
"1293";"Huara";"60-64";98;50;148
"1294";"Huara";"65-69";88;43;131
"1295";"Huara";"70-74";60;50;110
"1296";"Huara";"75-80";89;83;172
"1297";"Huasco";"20-24";363;327;690
"1298";"Huasco";"25-29";345;270;615
"1299";"Huasco";"30-34";304;311;615
"1300";"Huasco";"35-39";353;340;693
"1301";"Huasco";"40-44";374;361;735
"1302";"Huasco";"45-49";378;402;780
"1303";"Huasco";"50-54";384;359;743
"1304";"Huasco";"55-59";302;268;570
"1305";"Huasco";"60-64";248;227;475
"1306";"Huasco";"65-69";182;181;363
"1307";"Huasco";"70-74";145;132;277
"1308";"Huasco";"75-80";176;207;383
"1309";"Huechuraba";"20-24";3457;3464;6921
"1310";"Huechuraba";"25-29";3820;4084;7904
"1311";"Huechuraba";"30-34";4434;4662;9096
"1312";"Huechuraba";"35-39";3862;3604;7466
"1313";"Huechuraba";"40-44";3038;2698;5736
"1314";"Huechuraba";"45-49";2579;2678;5257
"1315";"Huechuraba";"50-54";2946;3124;6070
"1316";"Huechuraba";"55-59";2743;2875;5618
"1317";"Huechuraba";"60-64";1985;2072;4057
"1318";"Huechuraba";"65-69";1360;1473;2833
"1319";"Huechuraba";"70-74";739;907;1646
"1320";"Huechuraba";"75-80";684;1218;1902
"1321";"Illapel";"20-24";1162;1194;2356
"1322";"Illapel";"25-29";1010;1087;2097
"1323";"Illapel";"30-34";1030;1072;2102
"1324";"Illapel";"35-39";1019;1108;2127
"1325";"Illapel";"40-44";1161;1201;2362
"1326";"Illapel";"45-49";1084;1203;2287
"1327";"Illapel";"50-54";1163;1141;2304
"1328";"Illapel";"55-59";945;931;1876
"1329";"Illapel";"60-64";726;755;1481
"1330";"Illapel";"65-69";601;641;1242
"1331";"Illapel";"70-74";437;523;960
"1332";"Illapel";"75-80";677;975;1652
"1333";"Inpendencia";"20-24";3192;2971;6163
"1334";"Inpendencia";"25-29";3355;3221;6576
"1335";"Inpendencia";"30-34";2764;2607;5371
"1336";"Inpendencia";"35-39";2551;2421;4972
"1337";"Inpendencia";"40-44";2473;2624;5097
"1338";"Inpendencia";"45-49";2739;2982;5721
"1339";"Inpendencia";"50-54";2752;3115;5867
"1340";"Inpendencia";"55-59";2541;2973;5514
"1341";"Inpendencia";"60-64";2057;2493;4550
"1342";"Inpendencia";"65-69";1661;2165;3826
"1343";"Inpendencia";"70-74";1360;1891;3251
"1344";"Inpendencia";"75-80";1918;4670;6588
"1345";"Iquique";"20-24";8879;7895;16774
"1346";"Iquique";"25-29";8838;7653;16491
"1347";"Iquique";"30-34";7490;6881;14371
"1348";"Iquique";"35-39";6979;6764;13743
"1349";"Iquique";"40-44";6914;7010;13924
"1350";"Iquique";"45-49";7353;6916;14269
"1351";"Iquique";"50-54";6669;6593;13262
"1352";"Iquique";"55-59";6045;5439;11484
"1353";"Iquique";"60-64";4156;4083;8239
"1354";"Iquique";"65-69";2981;3019;6000
"1355";"Iquique";"70-74";1870;2258;4128
"1356";"Iquique";"75-80";2274;3723;5997
"1357";"Isla de  Pascua";"20-24";167;185;352
"1358";"Isla de  Pascua";"25-29";311;303;614
"1359";"Isla de  Pascua";"30-34";299;257;556
"1360";"Isla de  Pascua";"35-39";246;214;460
"1361";"Isla de  Pascua";"40-44";239;220;459
"1362";"Isla de  Pascua";"45-49";270;214;484
"1363";"Isla de  Pascua";"50-54";223;184;407
"1364";"Isla de  Pascua";"55-59";174;132;306
"1365";"Isla de  Pascua";"60-64";108;109;217
"1366";"Isla de  Pascua";"65-69";48;71;119
"1367";"Isla de  Pascua";"70-74";23;36;59
"1368";"Isla de  Pascua";"75-80";51;55;106
"1369";"Isla de Maipo";"20-24";1356;1317;2673
"1370";"Isla de Maipo";"25-29";1365;1335;2700
"1371";"Isla de Maipo";"30-34";1309;1362;2671
"1372";"Isla de Maipo";"35-39";1327;1269;2596
"1373";"Isla de Maipo";"40-44";1241;1251;2492
"1374";"Isla de Maipo";"45-49";1214;1082;2296
"1375";"Isla de Maipo";"50-54";1004;968;1972
"1376";"Isla de Maipo";"55-59";874;855;1729
"1377";"Isla de Maipo";"60-64";735;633;1368
"1378";"Isla de Maipo";"65-69";590;540;1130
"1379";"Isla de Maipo";"70-74";373;379;752
"1380";"Isla de Maipo";"75-80";603;677;1280
"1381";"Juan Fernández";"20-24";33;25;58
"1382";"Juan Fernández";"25-29";49;39;88
"1383";"Juan Fernández";"30-34";54;33;87
"1384";"Juan Fernández";"35-39";28;33;61
"1385";"Juan Fernández";"40-44";35;35;70
"1386";"Juan Fernández";"45-49";41;38;79
"1387";"Juan Fernández";"50-54";35;24;59
"1388";"Juan Fernández";"55-59";21;27;48
"1389";"Juan Fernández";"60-64";19;25;44
"1390";"Juan Fernández";"65-69";13;6;19
"1391";"Juan Fernández";"70-74";7;10;17
"1392";"Juan Fernández";"75-80";9;12;21
"1393";"La Calera";"20-24";2166;2229;4395
"1394";"La Calera";"25-29";2372;2417;4789
"1395";"La Calera";"30-34";2028;1896;3924
"1396";"La Calera";"35-39";1714;1739;3453
"1397";"La Calera";"40-44";1673;1783;3456
"1398";"La Calera";"45-49";1923;1893;3816
"1399";"La Calera";"50-54";1729;1897;3626
"1400";"La Calera";"55-59";1431;1604;3035
"1401";"La Calera";"60-64";1194;1316;2510
"1402";"La Calera";"65-69";919;1025;1944
"1403";"La Calera";"70-74";656;828;1484
"1404";"La Calera";"75-80";966;1453;2419
"1405";"La Cisterna";"20-24";3628;3576;7204
"1406";"La Cisterna";"25-29";3684;3528;7212
"1407";"La Cisterna";"30-34";3172;3219;6391
"1408";"La Cisterna";"35-39";2931;2836;5767
"1409";"La Cisterna";"40-44";2903;3111;6014
"1410";"La Cisterna";"45-49";3099;3405;6504
"1411";"La Cisterna";"50-54";3248;3769;7017
"1412";"La Cisterna";"55-59";2747;3182;5929
"1413";"La Cisterna";"60-64";2308;2755;5063
"1414";"La Cisterna";"65-69";1994;2379;4373
"1415";"La Cisterna";"70-74";1347;1877;3224
"1416";"La Cisterna";"75-80";1787;3333;5120
"1417";"La Cruz";"20-24";658;668;1326
"1418";"La Cruz";"25-29";743;686;1429
"1419";"La Cruz";"30-34";662;701;1363
"1420";"La Cruz";"35-39";643;635;1278
"1421";"La Cruz";"40-44";593;560;1153
"1422";"La Cruz";"45-49";635;643;1278
"1423";"La Cruz";"50-54";605;631;1236
"1424";"La Cruz";"55-59";529;534;1063
"1425";"La Cruz";"60-64";424;451;875
"1426";"La Cruz";"65-69";369;331;700
"1427";"La Cruz";"70-74";236;280;516
"1428";"La Cruz";"75-80";371;523;894
"1429";"La Estrella";"20-24";104;105;209
"1430";"La Estrella";"25-29";76;109;185
"1431";"La Estrella";"30-34";54;94;148
"1432";"La Estrella";"35-39";72;115;187
"1433";"La Estrella";"40-44";83;112;195
"1434";"La Estrella";"45-49";66;124;190
"1435";"La Estrella";"50-54";77;109;186
"1436";"La Estrella";"55-59";68;110;178
"1437";"La Estrella";"60-64";50;88;138
"1438";"La Estrella";"65-69";38;75;113
"1439";"La Estrella";"70-74";23;56;79
"1440";"La Estrella";"75-80";66;152;218
"1441";"La Florida";"20-24";17322;17168;34490
"1442";"La Florida";"25-29";16506;16391;32897
"1443";"La Florida";"30-34";14163;13997;28160
"1444";"La Florida";"35-39";12464;13100;25564
"1445";"La Florida";"40-44";13197;14680;27877
"1446";"La Florida";"45-49";14878;16756;31634
"1447";"La Florida";"50-54";14584;16001;30585
"1448";"La Florida";"55-59";11475;12335;23810
"1449";"La Florida";"60-64";7925;8903;16828
"1450";"La Florida";"65-69";5239;6421;11660
"1451";"La Florida";"70-74";3273;4346;7619
"1452";"La Florida";"75-80";3413;6981;10394
"1453";"La Granja";"20-24";6148;5968;12116
"1454";"La Granja";"25-29";5683;5555;11238
"1455";"La Granja";"30-34";4946;4767;9713
"1456";"La Granja";"35-39";5002;5179;10181
"1457";"La Granja";"40-44";5417;5680;11097
"1458";"La Granja";"45-49";5495;5445;10940
"1459";"La Granja";"50-54";5014;4939;9953
"1460";"La Granja";"55-59";3419;3533;6952
"1461";"La Granja";"60-64";2441;2843;5284
"1462";"La Granja";"65-69";2168;2704;4872
"1463";"La Granja";"70-74";1626;2199;3825
"1464";"La Granja";"75-80";1717;2810;4527
"1465";"La Higuera";"20-24";226;181;407
"1466";"La Higuera";"25-29";201;167;368
"1467";"La Higuera";"30-34";182;117;299
"1468";"La Higuera";"35-39";178;115;293
"1469";"La Higuera";"40-44";207;114;321
"1470";"La Higuera";"45-49";225;120;345
"1471";"La Higuera";"50-54";179;128;307
"1472";"La Higuera";"55-59";215;82;297
"1473";"La Higuera";"60-64";129;73;202
"1474";"La Higuera";"65-69";64;84;148
"1475";"La Higuera";"70-74";93;35;128
"1476";"La Higuera";"75-80";96;70;166
"1477";"La Ligua";"20-24";1177;1126;2303
"1478";"La Ligua";"25-29";1496;1471;2967
"1479";"La Ligua";"30-34";1318;1253;2571
"1480";"La Ligua";"35-39";1225;1241;2466
"1481";"La Ligua";"40-44";1116;1100;2216
"1482";"La Ligua";"45-49";1211;1164;2375
"1483";"La Ligua";"50-54";1088;1063;2151
"1484";"La Ligua";"55-59";946;910;1856
"1485";"La Ligua";"60-64";777;847;1624
"1486";"La Ligua";"65-69";633;644;1277
"1487";"La Ligua";"70-74";429;383;812
"1488";"La Ligua";"75-80";515;714;1229
"1489";"La Pintana";"20-24";10225;9382;19607
"1490";"La Pintana";"25-29";9050;8576;17626
"1491";"La Pintana";"30-34";7730;7169;14899
"1492";"La Pintana";"35-39";7195;7251;14446
"1493";"La Pintana";"40-44";7490;7678;15168
"1494";"La Pintana";"45-49";7750;8024;15774
"1495";"La Pintana";"50-54";7267;7000;14267
"1496";"La Pintana";"55-59";5024;5250;10274
"1497";"La Pintana";"60-64";3757;3661;7418
"1498";"La Pintana";"65-69";2337;2447;4784
"1499";"La Pintana";"70-74";1334;1522;2856
"1500";"La Pintana";"75-80";1179;2123;3302
"1501";"La Reina";"20-24";3957;4436;8393
"1502";"La Reina";"25-29";3415;3946;7361
"1503";"La Reina";"30-34";3014;3700;6714
"1504";"La Reina";"35-39";3178;3708;6886
"1505";"La Reina";"40-44";3233;3928;7161
"1506";"La Reina";"45-49";3649;4362;8011
"1507";"La Reina";"50-54";3579;4343;7922
"1508";"La Reina";"55-59";3013;3529;6542
"1509";"La Reina";"60-64";2202;2647;4849
"1510";"La Reina";"65-69";1684;2152;3836
"1511";"La Reina";"70-74";1175;1647;2822
"1512";"La Reina";"75-80";1647;3375;5022
"1513";"La Serena";"20-24";10449;9854;20303
"1514";"La Serena";"25-29";8275;8263;16538
"1515";"La Serena";"30-34";7108;7140;14248
"1516";"La Serena";"35-39";6803;6961;13764
"1517";"La Serena";"40-44";6936;7572;14508
"1518";"La Serena";"45-49";7006;7885;14891
"1519";"La Serena";"50-54";6395;7024;13419
"1520";"La Serena";"55-59";5250;5822;11072
"1521";"La Serena";"60-64";3828;4304;8132
"1522";"La Serena";"65-69";3043;3497;6540
"1523";"La Serena";"70-74";2291;2909;5200
"1524";"La Serena";"75-80";3243;5117;8360
"1525";"La Unión";"20-24";1693;1666;3359
"1526";"La Unión";"25-29";1805;1581;3386
"1527";"La Unión";"30-34";1445;1456;2901
"1528";"La Unión";"35-39";1366;1321;2687
"1529";"La Unión";"40-44";1497;1479;2976
"1530";"La Unión";"45-49";1614;1495;3109
"1531";"La Unión";"50-54";1584;1425;3009
"1532";"La Unión";"55-59";1251;1175;2426
"1533";"La Unión";"60-64";977;941;1918
"1534";"La Unión";"65-69";811;841;1652
"1535";"La Unión";"70-74";579;625;1204
"1536";"La Unión";"75-80";683;1068;1751
"1537";"Lago Ranco";"20-24";445;351;796
"1538";"Lago Ranco";"25-29";432;404;836
"1539";"Lago Ranco";"30-34";379;334;713
"1540";"Lago Ranco";"35-39";350;291;641
"1541";"Lago Ranco";"40-44";397;314;711
"1542";"Lago Ranco";"45-49";418;384;802
"1543";"Lago Ranco";"50-54";392;337;729
"1544";"Lago Ranco";"55-59";355;271;626
"1545";"Lago Ranco";"60-64";259;246;505
"1546";"Lago Ranco";"65-69";235;205;440
"1547";"Lago Ranco";"70-74";161;137;298
"1548";"Lago Ranco";"75-80";229;246;475
"1549";"Lago Verde";"20-24";52;48;100
"1550";"Lago Verde";"25-29";55;25;80
"1551";"Lago Verde";"30-34";44;27;71
"1552";"Lago Verde";"35-39";50;35;85
"1553";"Lago Verde";"40-44";48;30;78
"1554";"Lago Verde";"45-49";65;22;87
"1555";"Lago Verde";"50-54";49;31;80
"1556";"Lago Verde";"55-59";50;29;79
"1557";"Lago Verde";"60-64";30;10;40
"1558";"Lago Verde";"65-69";22;16;38
"1559";"Lago Verde";"70-74";15;12;27
"1560";"Lago Verde";"75-80";23;10;33
"1561";"Laguna Blanca";"20-24";50;5;55
"1562";"Laguna Blanca";"25-29";28;7;35
"1563";"Laguna Blanca";"30-34";50;2;52
"1564";"Laguna Blanca";"35-39";36;7;43
"1565";"Laguna Blanca";"40-44";36;2;38
"1566";"Laguna Blanca";"45-49";33;3;36
"1567";"Laguna Blanca";"50-54";49;4;53
"1568";"Laguna Blanca";"55-59";29;4;33
"1569";"Laguna Blanca";"60-64";24;2;26
"1570";"Laguna Blanca";"65-69";21;2;23
"1571";"Laguna Blanca";"70-74";2;1;3
"1572";"Laguna Blanca";"75-80";12;0;12
"1573";"Laja";"20-24";936;918;1854
"1574";"Laja";"25-29";862;923;1785
"1575";"Laja";"30-34";762;842;1604
"1576";"Laja";"35-39";732;780;1512
"1577";"Laja";"40-44";780;845;1625
"1578";"Laja";"45-49";868;930;1798
"1579";"Laja";"50-54";853;884;1737
"1580";"Laja";"55-59";796;749;1545
"1581";"Laja";"60-64";602;578;1180
"1582";"Laja";"65-69";438;434;872
"1583";"Laja";"70-74";302;349;651
"1584";"Laja";"75-80";380;522;902
"1585";"Lampa";"20-24";3139;3073;6212
"1586";"Lampa";"25-29";3094;2990;6084
"1587";"Lampa";"30-34";3219;3180;6399
"1588";"Lampa";"35-39";3180;2998;6178
"1589";"Lampa";"40-44";2968;2539;5507
"1590";"Lampa";"45-49";2758;2435;5193
"1591";"Lampa";"50-54";2249;1934;4183
"1592";"Lampa";"55-59";1755;1649;3404
"1593";"Lampa";"60-64";1444;1222;2666
"1594";"Lampa";"65-69";1120;1040;2160
"1595";"Lampa";"70-74";719;673;1392
"1596";"Lampa";"75-80";1138;1036;2174
"1597";"Lanco";"20-24";628;653;1281
"1598";"Lanco";"25-29";662;654;1316
"1599";"Lanco";"30-34";639;611;1250
"1600";"Lanco";"35-39";497;544;1041
"1601";"Lanco";"40-44";568;545;1113
"1602";"Lanco";"45-49";669;618;1287
"1603";"Lanco";"50-54";553;539;1092
"1604";"Lanco";"55-59";448;408;856
"1605";"Lanco";"60-64";377;394;771
"1606";"Lanco";"65-69";281;336;617
"1607";"Lanco";"70-74";258;303;561
"1608";"Lanco";"75-80";363;460;823
"1609";"Las Cabras";"20-24";972;896;1868
"1610";"Las Cabras";"25-29";841;776;1617
"1611";"Las Cabras";"30-34";802;728;1530
"1612";"Las Cabras";"35-39";887;812;1699
"1613";"Las Cabras";"40-44";904;838;1742
"1614";"Las Cabras";"45-49";948;745;1693
"1615";"Las Cabras";"50-54";836;784;1620
"1616";"Las Cabras";"55-59";724;620;1344
"1617";"Las Cabras";"60-64";642;546;1188
"1618";"Las Cabras";"65-69";528;447;975
"1619";"Las Cabras";"70-74";356;322;678
"1620";"Las Cabras";"75-80";520;516;1036
"1621";"Las Condes";"20-24";10835;13036;23871
"1622";"Las Condes";"25-29";10589;13444;24033
"1623";"Las Condes";"30-34";9628;11367;20995
"1624";"Las Condes";"35-39";7953;9662;17615
"1625";"Las Condes";"40-44";7941;10097;18038
"1626";"Las Condes";"45-49";8814;11819;20633
"1627";"Las Condes";"50-54";8925;12026;20951
"1628";"Las Condes";"55-59";7971;11129;19100
"1629";"Las Condes";"60-64";6639;8613;15252
"1630";"Las Condes";"65-69";5393;7027;12420
"1631";"Las Condes";"70-74";3812;5159;8971
"1632";"Las Condes";"75-80";5533;10502;16035
"1633";"Lautaro";"20-24";1578;1481;3059
"1634";"Lautaro";"25-29";1463;1538;3001
"1635";"Lautaro";"30-34";1144;1243;2387
"1636";"Lautaro";"35-39";1084;1131;2215
"1637";"Lautaro";"40-44";1167;1274;2441
"1638";"Lautaro";"45-49";1226;1242;2468
"1639";"Lautaro";"50-54";1090;1128;2218
"1640";"Lautaro";"55-59";1004;1003;2007
"1641";"Lautaro";"60-64";739;796;1535
"1642";"Lautaro";"65-69";548;628;1176
"1643";"Lautaro";"70-74";468;562;1030
"1644";"Lautaro";"75-80";651;895;1546
"1645";"Lebu";"20-24";1151;1137;2288
"1646";"Lebu";"25-29";1076;1136;2212
"1647";"Lebu";"30-34";915;951;1866
"1648";"Lebu";"35-39";839;811;1650
"1649";"Lebu";"40-44";868;921;1789
"1650";"Lebu";"45-49";907;966;1873
"1651";"Lebu";"50-54";808;847;1655
"1652";"Lebu";"55-59";652;659;1311
"1653";"Lebu";"60-64";524;492;1016
"1654";"Lebu";"65-69";469;398;867
"1655";"Lebu";"70-74";352;367;719
"1656";"Lebu";"75-80";467;480;947
"1657";"Licantén";"20-24";303;262;565
"1658";"Licantén";"25-29";274;229;503
"1659";"Licantén";"30-34";287;222;509
"1660";"Licantén";"35-39";302;249;551
"1661";"Licantén";"40-44";278;244;522
"1662";"Licantén";"45-49";293;256;549
"1663";"Licantén";"50-54";273;209;482
"1664";"Licantén";"55-59";249;158;407
"1665";"Licantén";"60-64";171;161;332
"1666";"Licantén";"65-69";126;128;254
"1667";"Licantén";"70-74";101;100;201
"1668";"Licantén";"75-80";171;249;420
"1669";"Limache";"20-24";1924;1839;3763
"1670";"Limache";"25-29";1947;1840;3787
"1671";"Limache";"30-34";1638;1539;3177
"1672";"Limache";"35-39";1426;1453;2879
"1673";"Limache";"40-44";1343;1379;2722
"1674";"Limache";"45-49";1370;1504;2874
"1675";"Limache";"50-54";1436;1507;2943
"1676";"Limache";"55-59";1240;1342;2582
"1677";"Limache";"60-64";1078;1090;2168
"1678";"Limache";"65-69";854;943;1797
"1679";"Limache";"70-74";583;726;1309
"1680";"Limache";"75-80";838;1415;2253
"1681";"Linares";"20-24";3839;3808;7647
"1682";"Linares";"25-29";3040;3237;6277
"1683";"Linares";"30-34";2668;2898;5566
"1684";"Linares";"35-39";2980;3177;6157
"1685";"Linares";"40-44";3091;3479;6570
"1686";"Linares";"45-49";3189;3574;6763
"1687";"Linares";"50-54";2939;3237;6176
"1688";"Linares";"55-59";2397;2742;5139
"1689";"Linares";"60-64";1966;2193;4159
"1690";"Linares";"65-69";1640;1805;3445
"1691";"Linares";"70-74";1158;1403;2561
"1692";"Linares";"75-80";1462;2149;3611
"1693";"Litueche";"20-24";212;169;381
"1694";"Litueche";"25-29";191;200;391
"1695";"Litueche";"30-34";181;198;379
"1696";"Litueche";"35-39";215;191;406
"1697";"Litueche";"40-44";254;233;487
"1698";"Litueche";"45-49";250;210;460
"1699";"Litueche";"50-54";267;212;479
"1700";"Litueche";"55-59";211;157;368
"1701";"Litueche";"60-64";168;136;304
"1702";"Litueche";"65-69";136;131;267
"1703";"Litueche";"70-74";98;90;188
"1704";"Litueche";"75-80";153;196;349
"1705";"Llaillay";"20-24";895;990;1885
"1706";"Llaillay";"25-29";1084;1026;2110
"1707";"Llaillay";"30-34";931;937;1868
"1708";"Llaillay";"35-39";852;736;1588
"1709";"Llaillay";"40-44";800;735;1535
"1710";"Llaillay";"45-49";853;862;1715
"1711";"Llaillay";"50-54";803;769;1572
"1712";"Llaillay";"55-59";635;677;1312
"1713";"Llaillay";"60-64";511;491;1002
"1714";"Llaillay";"65-69";449;409;858
"1715";"Llaillay";"70-74";299;352;651
"1716";"Llaillay";"75-80";442;567;1009
"1717";"Llanquihue";"20-24";695;677;1372
"1718";"Llanquihue";"25-29";677;651;1328
"1719";"Llanquihue";"30-34";567;611;1178
"1720";"Llanquihue";"35-39";659;693;1352
"1721";"Llanquihue";"40-44";704;639;1343
"1722";"Llanquihue";"45-49";732;705;1437
"1723";"Llanquihue";"50-54";607;564;1171
"1724";"Llanquihue";"55-59";485;470;955
"1725";"Llanquihue";"60-64";387;394;781
"1726";"Llanquihue";"65-69";262;252;514
"1727";"Llanquihue";"70-74";193;224;417
"1728";"Llanquihue";"75-80";240;357;597
"1729";"Lo Barnechea";"20-24";3963;4905;8868
"1730";"Lo Barnechea";"25-29";3243;4276;7519
"1731";"Lo Barnechea";"30-34";3035;4403;7438
"1732";"Lo Barnechea";"35-39";3698;4320;8018
"1733";"Lo Barnechea";"40-44";3741;4491;8232
"1734";"Lo Barnechea";"45-49";4010;4361;8371
"1735";"Lo Barnechea";"50-54";3326;3416;6742
"1736";"Lo Barnechea";"55-59";2189;2347;4536
