"";"comuna_name";"edad";"hombres";"mujeres";"total"
"172";"Buín";"35-39";3141;3002;6143
"173";"Buín";"40-44";2947;2743;5690
"174";"Buín";"45-49";2684;2613;5297
"175";"Buín";"50-54";2414;2503;4917
"176";"Buín";"55-59";1912;1981;3893
"177";"Buín";"60-64";1599;1550;3149
"178";"Buín";"65-69";1200;1178;2378
"179";"Buín";"70-74";825;910;1735
"180";"Buín";"75-80";1071;1574;2645
"181";"Bulnes";"20-24";876;822;1698
"182";"Bulnes";"25-29";797;831;1628
"183";"Bulnes";"30-34";682;720;1402
"184";"Bulnes";"35-39";711;691;1402
"185";"Bulnes";"40-44";790;788;1578
"186";"Bulnes";"45-49";758;748;1506
"187";"Bulnes";"50-54";805;748;1553
"188";"Bulnes";"55-59";588;650;1238
"189";"Bulnes";"60-64";533;518;1051
"190";"Bulnes";"65-69";394;430;824
"191";"Bulnes";"70-74";291;326;617
"192";"Bulnes";"75-80";486;579;1065
"193";"Cabildo";"20-24";820;770;1590
"194";"Cabildo";"25-29";802;878;1680
"195";"Cabildo";"30-34";782;793;1575
"196";"Cabildo";"35-39";699;661;1360
"197";"Cabildo";"40-44";640;669;1309
"198";"Cabildo";"45-49";659;629;1288
"199";"Cabildo";"50-54";696;618;1314
"200";"Cabildo";"55-59";526;460;986
"201";"Cabildo";"60-64";469;379;848
"202";"Cabildo";"65-69";326;315;641
"203";"Cabildo";"70-74";214;222;436
"204";"Cabildo";"75-80";308;413;721
"205";"Cabo de Hornos";"20-24";165;78;243
"206";"Cabo de Hornos";"25-29";290;115;405
"207";"Cabo de Hornos";"30-34";234;119;353
"208";"Cabo de Hornos";"35-39";214;93;307
"209";"Cabo de Hornos";"40-44";125;62;187
"210";"Cabo de Hornos";"45-49";83;43;126
"211";"Cabo de Hornos";"50-54";81;33;114
"212";"Cabo de Hornos";"55-59";87;19;106
"213";"Cabo de Hornos";"60-64";33;19;52
"214";"Cabo de Hornos";"65-69";22;8;30
"215";"Cabo de Hornos";"70-74";5;8;13
"216";"Cabo de Hornos";"75-80";4;4;8
"217";"Cabrero";"20-24";1202;1224;2426
"218";"Cabrero";"25-29";1207;1185;2392
"219";"Cabrero";"30-34";1073;1066;2139
"220";"Cabrero";"35-39";1036;944;1980
"221";"Cabrero";"40-44";996;884;1880
"222";"Cabrero";"45-49";1027;929;1956
"223";"Cabrero";"50-54";937;869;1806
"224";"Cabrero";"55-59";763;788;1551
"225";"Cabrero";"60-64";635;657;1292
"226";"Cabrero";"65-69";509;469;978
"227";"Cabrero";"70-74";380;399;779
"228";"Cabrero";"75-80";492;581;1073
"229";"Calama";"20-24";6565;6210;12775
"230";"Calama";"25-29";7697;6913;14610
"231";"Calama";"30-34";7169;6600;13769
"232";"Calama";"35-39";7068;6798;13866
"233";"Calama";"40-44";6698;5969;12667
"234";"Calama";"45-49";6438;5538;11976
"235";"Calama";"50-54";6013;5018;11031
"236";"Calama";"55-59";4808;4009;8817
"237";"Calama";"60-64";2999;2646;5645
"238";"Calama";"65-69";1932;1804;3736
"239";"Calama";"70-74";1097;1170;2267
"240";"Calama";"75-80";1338;1678;3016
"241";"Calbuco";"20-24";1310;1227;2537
"242";"Calbuco";"25-29";1237;1199;2436
"243";"Calbuco";"30-34";1284;1131;2415
"244";"Calbuco";"35-39";1261;1164;2425
"245";"Calbuco";"40-44";1260;1095;2355
"246";"Calbuco";"45-49";1217;1072;2289
"247";"Calbuco";"50-54";1123;1049;2172
"248";"Calbuco";"55-59";954;930;1884
"249";"Calbuco";"60-64";721;731;1452
"250";"Calbuco";"65-69";588;589;1177
"251";"Calbuco";"70-74";504;524;1028
"252";"Calbuco";"75-80";701;994;1695
"253";"Caldera";"20-24";764;622;1386
"254";"Caldera";"25-29";586;628;1214
"255";"Caldera";"30-34";614;512;1126
"256";"Caldera";"35-39";642;545;1187
"257";"Caldera";"40-44";695;588;1283
"258";"Caldera";"45-49";696;556;1252
"259";"Caldera";"50-54";555;503;1058
"260";"Caldera";"55-59";415;393;808
"261";"Caldera";"60-64";331;275;606
"262";"Caldera";"65-69";292;243;535
"263";"Caldera";"70-74";180;179;359
"264";"Caldera";"75-80";200;222;422
"265";"Calera  de Tango";"20-24";940;891;1831
"266";"Calera  de Tango";"25-29";963;935;1898
"267";"Calera  de Tango";"30-34";912;969;1881
"268";"Calera  de Tango";"35-39";966;981;1947
"269";"Calera  de Tango";"40-44";908;891;1799
"270";"Calera  de Tango";"45-49";886;798;1684
"271";"Calera  de Tango";"50-54";800;660;1460
"272";"Calera  de Tango";"55-59";610;521;1131
"273";"Calera  de Tango";"60-64";426;418;844
"274";"Calera  de Tango";"65-69";337;300;637
"275";"Calera  de Tango";"70-74";243;230;473
"276";"Calera  de Tango";"75-80";249;319;568
"277";"Calle Larga";"20-24";545;501;1046
"278";"Calle Larga";"25-29";515;543;1058
"279";"Calle Larga";"30-34";498;540;1038
"280";"Calle Larga";"35-39";481;461;942
"281";"Calle Larga";"40-44";439;471;910
"282";"Calle Larga";"45-49";481;430;911
"283";"Calle Larga";"50-54";467;460;927
"284";"Calle Larga";"55-59";417;348;765
"285";"Calle Larga";"60-64";324;304;628
"286";"Calle Larga";"65-69";267;225;492
"287";"Calle Larga";"70-74";141;188;329
"288";"Calle Larga";"75-80";268;352;620
"289";"Camarones";"20-24";37;17;54
"290";"Camarones";"25-29";48;19;67
"291";"Camarones";"30-34";45;12;57
"292";"Camarones";"35-39";36;21;57
"293";"Camarones";"40-44";33;19;52
"294";"Camarones";"45-49";28;24;52
"295";"Camarones";"50-54";35;24;59
"296";"Camarones";"55-59";29;22;51
"297";"Camarones";"60-64";23;11;34
"298";"Camarones";"65-69";18;17;35
"299";"Camarones";"70-74";18;9;27
"300";"Camarones";"75-80";19;15;34
"301";"Camiña";"20-24";31;41;72
"302";"Camiña";"25-29";54;51;105
"303";"Camiña";"30-34";42;48;90
"304";"Camiña";"35-39";39;35;74
"305";"Camiña";"40-44";46;28;74
"306";"Camiña";"45-49";44;27;71
"307";"Camiña";"50-54";37;29;66
"308";"Camiña";"55-59";51;29;80
"309";"Camiña";"60-64";41;33;74
"310";"Camiña";"65-69";37;29;66
"311";"Camiña";"70-74";33;13;46
"312";"Camiña";"75-80";19;18;37
"313";"Canela";"20-24";327;326;653
"314";"Canela";"25-29";322;323;645
"315";"Canela";"30-34";280;269;549
"316";"Canela";"35-39";335;272;607
"317";"Canela";"40-44";369;347;716
"318";"Canela";"45-49";356;298;654
"319";"Canela";"50-54";355;314;669
"320";"Canela";"55-59";285;271;556
"321";"Canela";"60-64";302;286;588
"322";"Canela";"65-69";242;270;512
"323";"Canela";"70-74";223;191;414
"324";"Canela";"75-80";296;335;631
"325";"Cañete";"20-24";1338;1405;2743
"326";"Cañete";"25-29";1256;1335;2591
"327";"Cañete";"30-34";1085;1159;2244
"328";"Cañete";"35-39";1006;1067;2073
"329";"Cañete";"40-44";1121;1104;2225
"330";"Cañete";"45-49";1237;1192;2429
"331";"Cañete";"50-54";1127;1082;2209
"332";"Cañete";"55-59";996;939;1935
"333";"Cañete";"60-64";683;689;1372
"334";"Cañete";"65-69";624;630;1254
"335";"Cañete";"70-74";459;416;875
"336";"Cañete";"75-80";623;779;1402
"337";"Carahue";"20-24";1072;1044;2116
"338";"Carahue";"25-29";995;927;1922
"339";"Carahue";"30-34";810;786;1596
"340";"Carahue";"35-39";834;745;1579
"341";"Carahue";"40-44";926;832;1758
"342";"Carahue";"45-49";928;870;1798
"343";"Carahue";"50-54";973;800;1773
"344";"Carahue";"55-59";756;709;1465
"345";"Carahue";"60-64";629;568;1197
"346";"Carahue";"65-69";453;519;972
"347";"Carahue";"70-74";373;397;770
"348";"Carahue";"75-80";574;766;1340
"349";"Cartagena";"20-24";692;727;1419
"350";"Cartagena";"25-29";714;709;1423
"351";"Cartagena";"30-34";727;662;1389
"352";"Cartagena";"35-39";602;625;1227
"353";"Cartagena";"40-44";621;620;1241
"354";"Cartagena";"45-49";688;713;1401
"355";"Cartagena";"50-54";658;726;1384
"356";"Cartagena";"55-59";599;606;1205
"357";"Cartagena";"60-64";532;577;1109
"358";"Cartagena";"65-69";397;520;917
"359";"Cartagena";"70-74";334;348;682
"360";"Cartagena";"75-80";433;649;1082
"361";"Casablanca";"20-24";1147;1116;2263
"362";"Casablanca";"25-29";1419;1229;2648
"363";"Casablanca";"30-34";1240;1094;2334
"364";"Casablanca";"35-39";961;905;1866
"365";"Casablanca";"40-44";953;842;1795
"366";"Casablanca";"45-49";843;834;1677
"367";"Casablanca";"50-54";866;868;1734
"368";"Casablanca";"55-59";673;684;1357
"369";"Casablanca";"60-64";610;550;1160
"370";"Casablanca";"65-69";509;492;1001
"371";"Casablanca";"70-74";353;338;691
"372";"Casablanca";"75-80";517;602;1119
"373";"Castro";"20-24";1980;2161;4141
"374";"Castro";"25-29";1768;1902;3670
"375";"Castro";"30-34";1578;1642;3220
"376";"Castro";"35-39";1684;1808;3492
"377";"Castro";"40-44";1673;1719;3392
"378";"Castro";"45-49";1589;1752;3341
"379";"Castro";"50-54";1420;1512;2932
"380";"Castro";"55-59";1122;1240;2362
"381";"Castro";"60-64";868;998;1866
"382";"Castro";"65-69";657;880;1537
"383";"Castro";"70-74";459;699;1158
"384";"Castro";"75-80";701;1378;2079
"385";"Catemu";"20-24";578;573;1151
"386";"Catemu";"25-29";557;600;1157
"387";"Catemu";"30-34";538;495;1033
"388";"Catemu";"35-39";428;421;849
"389";"Catemu";"40-44";417;403;820
"390";"Catemu";"45-49";444;457;901
"391";"Catemu";"50-54";491;442;933
"392";"Catemu";"55-59";411;343;754
"393";"Catemu";"60-64";331;334;665
"394";"Catemu";"65-69";275;215;490
"395";"Catemu";"70-74";182;161;343
"396";"Catemu";"75-80";257;314;571
"397";"Cauquenes";"20-24";1473;1498;2971
"398";"Cauquenes";"25-29";1283;1347;2630
"399";"Cauquenes";"30-34";1155;1210;2365
"400";"Cauquenes";"35-39";1232;1285;2517
"401";"Cauquenes";"40-44";1330;1451;2781
"402";"Cauquenes";"45-49";1472;1540;3012
"403";"Cauquenes";"50-54";1348;1542;2890
"404";"Cauquenes";"55-59";1192;1321;2513
"405";"Cauquenes";"60-64";1150;1175;2325
"406";"Cauquenes";"65-69";908;1002;1910
"407";"Cauquenes";"70-74";615;824;1439
"408";"Cauquenes";"75-80";1081;1529;2610
"409";"Cerrillos";"20-24";3542;3337;6879
"410";"Cerrillos";"25-29";3691;3476;7167
"411";"Cerrillos";"30-34";3272;3159;6431
"412";"Cerrillos";"35-39";2906;2841;5747
"413";"Cerrillos";"40-44";2662;2714;5376
"414";"Cerrillos";"45-49";2607;2863;5470
"415";"Cerrillos";"50-54";2761;3056;5817
"416";"Cerrillos";"55-59";2434;2857;5291
"417";"Cerrillos";"60-64";2050;2304;4354
"418";"Cerrillos";"65-69";1541;1682;3223
"419";"Cerrillos";"70-74";994;1230;2224
"420";"Cerrillos";"75-80";1126;1980;3106
"421";"Cerro Navia";"20-24";6764;6571;13335
"422";"Cerro Navia";"25-29";7265;7055;14320
"423";"Cerro Navia";"30-34";6705;6198;12903
"424";"Cerro Navia";"35-39";5561;5216;10777
"425";"Cerro Navia";"40-44";4838;4655;9493
"426";"Cerro Navia";"45-49";4660;4996;9656
"427";"Cerro Navia";"50-54";5161;5640;10801
"428";"Cerro Navia";"55-59";4590;4882;9472
"429";"Cerro Navia";"60-64";3629;3985;7614
"430";"Cerro Navia";"65-69";2473;2995;5468
"431";"Cerro Navia";"70-74";1601;2001;3602
"432";"Cerro Navia";"75-80";1676;2792;4468
"433";"Chaitén";"20-24";123;117;240
"434";"Chaitén";"25-29";131;133;264
"435";"Chaitén";"30-34";111;103;214
"436";"Chaitén";"35-39";110;123;233
"437";"Chaitén";"40-44";129;127;256
"438";"Chaitén";"45-49";145;156;301
"439";"Chaitén";"50-54";109;102;211
"440";"Chaitén";"55-59";84;100;184
"441";"Chaitén";"60-64";57;71;128
"442";"Chaitén";"65-69";50;50;100
"443";"Chaitén";"70-74";35;34;69
"444";"Chaitén";"75-80";38;58;96
"445";"Chanco";"20-24";412;373;785
"446";"Chanco";"25-29";286;315;601
"447";"Chanco";"30-34";271;276;547
"448";"Chanco";"35-39";315;303;618
"449";"Chanco";"40-44";348;308;656
"450";"Chanco";"45-49";353;295;648
"451";"Chanco";"50-54";282;293;575
"452";"Chanco";"55-59";294;272;566
"453";"Chanco";"60-64";243;232;475
"454";"Chanco";"65-69";199;204;403
"455";"Chanco";"70-74";159;154;313
"456";"Chanco";"75-80";187;235;422
"457";"Chañaral";"20-24";558;501;1059
"458";"Chañaral";"25-29";576;523;1099
"459";"Chañaral";"30-34";523;421;944
"460";"Chañaral";"35-39";483;416;899
"461";"Chañaral";"40-44";510;427;937
"462";"Chañaral";"45-49";481;430;911
"463";"Chañaral";"50-54";489;436;925
"464";"Chañaral";"55-59";420;405;825
"465";"Chañaral";"60-64";325;312;637
"466";"Chañaral";"65-69";275;202;477
"467";"Chañaral";"70-74";182;187;369
"468";"Chañaral";"75-80";200;236;436
"469";"Chépica";"20-24";695;639;1334
"470";"Chépica";"25-29";511;479;990
"471";"Chépica";"30-34";476;440;916
"472";"Chépica";"35-39";520;537;1057
"473";"Chépica";"40-44";574;544;1118
"474";"Chépica";"45-49";613;594;1207
"475";"Chépica";"50-54";579;552;1131
"476";"Chépica";"55-59";525;431;956
"477";"Chépica";"60-64";383;374;757
"478";"Chépica";"65-69";329;303;632
"479";"Chépica";"70-74";248;230;478
"480";"Chépica";"75-80";372;439;811
"481";"Chiguayante";"20-24";4213;4376;8589
"482";"Chiguayante";"25-29";3696;4028;7724
"483";"Chiguayante";"30-34";3249;3734;6983
"484";"Chiguayante";"35-39";3291;3596;6887
"485";"Chiguayante";"40-44";3352;3868;7220
"486";"Chiguayante";"45-49";3501;3805;7306
"487";"Chiguayante";"50-54";3169;3559;6728
"488";"Chiguayante";"55-59";2407;2728;5135
"489";"Chiguayante";"60-64";1800;2046;3846
"490";"Chiguayante";"65-69";1258;1415;2673
"491";"Chiguayante";"70-74";813;1168;1981
"492";"Chiguayante";"75-80";1147;2132;3279
"493";"Chile Chico";"20-24";157;171;328
"494";"Chile Chico";"25-29";173;138;311
"495";"Chile Chico";"30-34";179;159;338
"496";"Chile Chico";"35-39";192;161;353
"497";"Chile Chico";"40-44";219;169;388
"498";"Chile Chico";"45-49";253;172;425
"499";"Chile Chico";"50-54";197;161;358
"500";"Chile Chico";"55-59";167;145;312
"501";"Chile Chico";"60-64";131;104;235
"502";"Chile Chico";"65-69";106;91;197
"503";"Chile Chico";"70-74";69;65;134
"504";"Chile Chico";"75-80";103;93;196
"505";"Chillán";"20-24";7754;8535;16289
"506";"Chillán";"25-29";6999;7416;14415
"507";"Chillán";"30-34";5781;6274;12055
"508";"Chillán";"35-39";5492;6079;11571
"509";"Chillán";"40-44";5969;6845;12814
"510";"Chillán";"45-49";6342;6846;13188
"511";"Chillán";"50-54";5746;6340;12086
"512";"Chillán";"55-59";4788;5365;10153
"513";"Chillán";"60-64";3661;4237;7898
"514";"Chillán";"65-69";2714;3459;6173
"515";"Chillán";"70-74";1936;2701;4637
"516";"Chillán";"75-80";2535;4667;7202
"517";"Chillán Viejo";"20-24";1173;1218;2391
"518";"Chillán Viejo";"25-29";1249;1439;2688
"519";"Chillán Viejo";"30-34";1180;1295;2475
"520";"Chillán Viejo";"35-39";1010;1120;2130
"521";"Chillán Viejo";"40-44";1013;1009;2022
"522";"Chillán Viejo";"45-49";973;1066;2039
"523";"Chillán Viejo";"50-54";907;1001;1908
"524";"Chillán Viejo";"55-59";762;848;1610
"525";"Chillán Viejo";"60-64";632;625;1257
"526";"Chillán Viejo";"65-69";466;500;966
"527";"Chillán Viejo";"70-74";319;388;707
"528";"Chillán Viejo";"75-80";469;642;1111
"529";"Chimbarongo";"20-24";1556;1582;3138
"530";"Chimbarongo";"25-29";1339;1335;2674
"531";"Chimbarongo";"30-34";1142;1112;2254
"532";"Chimbarongo";"35-39";1427;1319;2746
"533";"Chimbarongo";"40-44";1389;1290;2679
"534";"Chimbarongo";"45-49";1265;1295;2560
"535";"Chimbarongo";"50-54";1304;1184;2488
"536";"Chimbarongo";"55-59";1122;961;2083
"537";"Chimbarongo";"60-64";898;789;1687
"538";"Chimbarongo";"65-69";662;610;1272
"539";"Chimbarongo";"70-74";485;499;984
"540";"Chimbarongo";"75-80";654;742;1396
"541";"Cholchol";"20-24";452;379;831
"542";"Cholchol";"25-29";354;340;694
"543";"Cholchol";"30-34";324;308;632
"544";"Cholchol";"35-39";327;286;613
"545";"Cholchol";"40-44";395;377;772
"546";"Cholchol";"45-49";393;347;740
"547";"Cholchol";"50-54";367;307;674
"548";"Cholchol";"55-59";359;272;631
"549";"Cholchol";"60-64";275;256;531
"550";"Cholchol";"65-69";235;250;485
"551";"Cholchol";"70-74";187;207;394
"552";"Cholchol";"75-80";246;327;573
"553";"Chonchi";"20-24";628;511;1139
"554";"Chonchi";"25-29";605;506;1111
"555";"Chonchi";"30-34";575;479;1054
"556";"Chonchi";"35-39";546;531;1077
"557";"Chonchi";"40-44";564;490;1054
"558";"Chonchi";"45-49";573;481;1054
"559";"Chonchi";"50-54";433;457;890
"560";"Chonchi";"55-59";422;388;810
"561";"Chonchi";"60-64";299;351;650
"562";"Chonchi";"65-69";233;298;531
"563";"Chonchi";"70-74";193;236;429
"564";"Chonchi";"75-80";246;412;658
"565";"Cisnes";"20-24";376;272;648
"566";"Cisnes";"25-29";313;190;503
"567";"Cisnes";"30-34";238;195;433
"568";"Cisnes";"35-39";266;205;471
"569";"Cisnes";"40-44";243;172;415
"570";"Cisnes";"45-49";202;179;381
"571";"Cisnes";"50-54";180;155;335
"572";"Cisnes";"55-59";142;92;234
"573";"Cisnes";"60-64";88;84;172
"574";"Cisnes";"65-69";70;47;117
"575";"Cisnes";"70-74";47;41;88
"576";"Cisnes";"75-80";48;53;101
"577";"Cobquecura";"20-24";205;173;378
"578";"Cobquecura";"25-29";189;174;363
"579";"Cobquecura";"30-34";179;164;343
"580";"Cobquecura";"35-39";181;148;329
"581";"Cobquecura";"40-44";254;208;462
"582";"Cobquecura";"45-49";252;182;434
"583";"Cobquecura";"50-54";256;185;441
"584";"Cobquecura";"55-59";232;168;400
"585";"Cobquecura";"60-64";167;183;350
"586";"Cobquecura";"65-69";153;126;279
"587";"Cobquecura";"70-74";103;106;209
"588";"Cobquecura";"75-80";200;208;408
"589";"Cochamó";"20-24";231;119;350
"590";"Cochamó";"25-29";190;105;295
"591";"Cochamó";"30-34";177;125;302
"592";"Cochamó";"35-39";179;136;315
"593";"Cochamó";"40-44";212;122;334
"594";"Cochamó";"45-49";203;146;349
"595";"Cochamó";"50-54";188;93;281
"596";"Cochamó";"55-59";138;107;245
"597";"Cochamó";"60-64";110;75;185
"598";"Cochamó";"65-69";90;81;171
"599";"Cochamó";"70-74";69;65;134
"600";"Cochamó";"75-80";90;114;204
"601";"Cochrane";"20-24";131;127;258
"602";"Cochrane";"25-29";124;107;231
"603";"Cochrane";"30-34";109;81;190
"604";"Cochrane";"35-39";123;94;217
"605";"Cochrane";"40-44";129;110;239
"606";"Cochrane";"45-49";154;129;283
"607";"Cochrane";"50-54";153;100;253
"608";"Cochrane";"55-59";103;90;193
"609";"Cochrane";"60-64";84;63;147
"610";"Cochrane";"65-69";51;43;94
"611";"Cochrane";"70-74";40;33;73
"612";"Cochrane";"75-80";66;48;114
"613";"Codegua";"20-24";690;629;1319
"614";"Codegua";"25-29";480;492;972
"615";"Codegua";"30-34";441;415;856
"616";"Codegua";"35-39";557;516;1073
"617";"Codegua";"40-44";537;515;1052
"618";"Codegua";"45-49";546;453;999
"619";"Codegua";"50-54";445;371;816
"620";"Codegua";"55-59";399;330;729
"621";"Codegua";"60-64";264;281;545
"622";"Codegua";"65-69";241;221;462
"623";"Codegua";"70-74";185;157;342
"624";"Codegua";"75-80";200;230;430
"625";"Coelemu";"20-24";653;636;1289
"626";"Coelemu";"25-29";623;619;1242
"627";"Coelemu";"30-34";554;511;1065
"628";"Coelemu";"35-39";562;564;1126
"629";"Coelemu";"40-44";659;626;1285
