"";"comuna_name";"edad";"hombres";"mujeres";"total"
"2810";"pumanque";"40 a 44";116;109;225
"2811";"pumanque";"45 a 49";130;111;241
"2812";"pumanque";"50 a 54";153;120;273
"2813";"pumanque";"55 a 59";127;124;251
"2814";"pumanque";"60 a 64";105;125;230
"2815";"pumanque";"65 a 69";107;94;201
"2816";"pumanque";"70 a 74";75;90;165
"2817";"pumanque";"75 a 79";56;60;116
"2818";"pumanque";"80 a 84";35;45;80
"2819";"pumanque";"85 a 89";26;32;58
"2820";"pumanque";"90 a 94";7;11;18
"2821";"pumanque";"95 a 99";4;6;10
"2822";"pumanque";"100 o más";1;0;1
"2823";"santa cruz";"20 a 24";1105;1061;2166
"2824";"santa cruz";"25 a 29";1395;1397;2792
"2825";"santa cruz";"30 a 34";1355;1402;2757
"2826";"santa cruz";"35 a 39";1319;1370;2689
"2827";"santa cruz";"40 a 44";1348;1404;2752
"2828";"santa cruz";"45 a 49";1348;1418;2766
"2829";"santa cruz";"50 a 54";1345;1387;2732
"2830";"santa cruz";"55 a 59";1183;1205;2388
"2831";"santa cruz";"60 a 64";950;1028;1978
"2832";"santa cruz";"65 a 69";767;819;1586
"2833";"santa cruz";"70 a 74";538;645;1183
"2834";"santa cruz";"75 a 79";409;491;900
"2835";"santa cruz";"80 a 84";260;372;632
"2836";"santa cruz";"85 a 89";160;219;379
"2837";"santa cruz";"90 a 94";33;81;114
"2838";"santa cruz";"95 a 99";11;28;39
"2839";"santa cruz";"100 o más";9;13;22
"2840";"talca";"20 a 24";9865;10333;20198
"2841";"talca";"25 a 29";9070;9206;18276
"2842";"talca";"30 a 34";7308;7489;14797
"2843";"talca";"35 a 39";6588;7046;13634
"2844";"talca";"40 a 44";6881;7628;14509
"2845";"talca";"45 a 49";6465;7461;13926
"2846";"talca";"50 a 54";6790;8069;14859
"2847";"talca";"55 a 59";6025;7184;13209
"2848";"talca";"60 a 64";5136;6113;11249
"2849";"talca";"65 a 69";4051;4857;8908
"2850";"talca";"70 a 74";3023;3919;6942
"2851";"talca";"75 a 79";2018;2609;4627
"2852";"talca";"80 a 84";1179;1840;3019
"2853";"talca";"85 a 89";645;1230;1875
"2854";"talca";"90 a 94";197;496;693
"2855";"talca";"95 a 99";41;144;185
"2856";"talca";"100 o más";14;59;73
"2857";"constitución";"20 a 24";1483;1527;3010
"2858";"constitución";"25 a 29";1844;1880;3724
"2859";"constitución";"30 a 34";1525;1600;3125
"2860";"constitución";"35 a 39";1611;1628;3239
"2861";"constitución";"40 a 44";1702;1695;3397
"2862";"constitución";"45 a 49";1558;1573;3131
"2863";"constitución";"50 a 54";1617;1660;3277
"2864";"constitución";"55 a 59";1420;1409;2829
"2865";"constitución";"60 a 64";1155;1173;2328
"2866";"constitución";"65 a 69";913;806;1719
"2867";"constitución";"70 a 74";623;584;1207
"2868";"constitución";"75 a 79";353;461;814
"2869";"constitución";"80 a 84";206;275;481
"2870";"constitución";"85 a 89";114;183;297
"2871";"constitución";"90 a 94";43;53;96
"2872";"constitución";"95 a 99";15;23;38
"2873";"constitución";"100 o más";5;7;12
"2874";"curepto";"20 a 24";242;237;479
"2875";"curepto";"25 a 29";253;276;529
"2876";"curepto";"30 a 34";262;238;500
"2877";"curepto";"35 a 39";250;296;546
"2878";"curepto";"40 a 44";331;315;646
"2879";"curepto";"45 a 49";370;287;657
"2880";"curepto";"50 a 54";382;341;723
"2881";"curepto";"55 a 59";381;345;726
"2882";"curepto";"60 a 64";375;311;686
"2883";"curepto";"65 a 69";268;268;536
"2884";"curepto";"70 a 74";234;198;432
"2885";"curepto";"75 a 79";192;236;428
"2886";"curepto";"80 a 84";126;160;286
"2887";"curepto";"85 a 89";75;86;161
"2888";"curepto";"90 a 94";25;47;72
"2889";"curepto";"95 a 99";6;11;17
"2890";"curepto";"100 o más";2;0;2
"2891";"empedrado";"20 a 24";139;138;277
"2892";"empedrado";"25 a 29";148;153;301
"2893";"empedrado";"30 a 34";135;141;276
"2894";"empedrado";"35 a 39";167;144;311
"2895";"empedrado";"40 a 44";181;144;325
"2896";"empedrado";"45 a 49";172;162;334
"2897";"empedrado";"50 a 54";140;111;251
"2898";"empedrado";"55 a 59";141;107;248
"2899";"empedrado";"60 a 64";115;84;199
"2900";"empedrado";"65 a 69";98;65;163
"2901";"empedrado";"70 a 74";71;71;142
"2902";"empedrado";"75 a 79";54;42;96
"2903";"empedrado";"80 a 84";32;36;68
"2904";"empedrado";"85 a 89";14;23;37
"2905";"empedrado";"90 a 94";6;8;14
"2906";"empedrado";"95 a 99";0;0;0
"2907";"empedrado";"100 o más";4;1;5
"2908";"maule";"20 a 24";1665;1799;3464
"2909";"maule";"25 a 29";1928;2193;4121
"2910";"maule";"30 a 34";1963;2286;4249
"2911";"maule";"35 a 39";1947;2240;4187
"2912";"maule";"40 a 44";1830;1909;3739
"2913";"maule";"45 a 49";1510;1702;3212
"2914";"maule";"50 a 54";1384;1483;2867
"2915";"maule";"55 a 59";1093;1121;2214
"2916";"maule";"60 a 64";850;858;1708
"2917";"maule";"65 a 69";615;612;1227
"2918";"maule";"70 a 74";452;475;927
"2919";"maule";"75 a 79";261;302;563
"2920";"maule";"80 a 84";147;207;354
"2921";"maule";"85 a 89";80;112;192
"2922";"maule";"90 a 94";30;46;76
"2923";"maule";"95 a 99";8;15;23
"2924";"maule";"100 o más";3;4;7
"2925";"pelarco";"20 a 24";279;325;604
"2926";"pelarco";"25 a 29";310;323;633
"2927";"pelarco";"30 a 34";233;257;490
"2928";"pelarco";"35 a 39";240;249;489
"2929";"pelarco";"40 a 44";272;300;572
"2930";"pelarco";"45 a 49";295;290;585
"2931";"pelarco";"50 a 54";324;306;630
"2932";"pelarco";"55 a 59";283;251;534
"2933";"pelarco";"60 a 64";238;236;474
"2934";"pelarco";"65 a 69";202;190;392
"2935";"pelarco";"70 a 74";174;141;315
"2936";"pelarco";"75 a 79";97;110;207
"2937";"pelarco";"80 a 84";84;94;178
"2938";"pelarco";"85 a 89";39;44;83
"2939";"pelarco";"90 a 94";17;22;39
"2940";"pelarco";"95 a 99";4;2;6
"2941";"pelarco";"100 o más";4;2;6
"2942";"pencahue";"20 a 24";242;280;522
"2943";"pencahue";"25 a 29";240;242;482
"2944";"pencahue";"30 a 34";197;238;435
"2945";"pencahue";"35 a 39";260;274;534
"2946";"pencahue";"40 a 44";295;294;589
"2947";"pencahue";"45 a 49";338;306;644
"2948";"pencahue";"50 a 54";345;312;657
"2949";"pencahue";"55 a 59";335;242;577
"2950";"pencahue";"60 a 64";283;211;494
"2951";"pencahue";"65 a 69";214;205;419
"2952";"pencahue";"70 a 74";203;128;331
"2953";"pencahue";"75 a 79";98;123;221
"2954";"pencahue";"80 a 84";76;72;148
"2955";"pencahue";"85 a 89";45;54;99
"2956";"pencahue";"90 a 94";18;23;41
"2957";"pencahue";"95 a 99";4;10;14
"2958";"pencahue";"100 o más";1;2;3
"2959";"río claro";"20 a 24";517;494;1011
"2960";"río claro";"25 a 29";492;460;952
"2961";"río claro";"30 a 34";431;417;848
"2962";"río claro";"35 a 39";447;424;871
"2963";"río claro";"40 a 44";534;495;1029
"2964";"río claro";"45 a 49";481;494;975
"2965";"río claro";"50 a 54";629;522;1151
"2966";"río claro";"55 a 59";505;403;908
"2967";"río claro";"60 a 64";441;367;808
"2968";"río claro";"65 a 69";345;283;628
"2969";"río claro";"70 a 74";264;228;492
"2970";"río claro";"75 a 79";178;180;358
"2971";"río claro";"80 a 84";97;93;190
"2972";"río claro";"85 a 89";47;46;93
"2973";"río claro";"90 a 94";30;19;49
"2974";"río claro";"95 a 99";7;3;10
"2975";"río claro";"100 o más";0;1;1
"2976";"san clemente";"20 a 24";1567;1602;3169
"2977";"san clemente";"25 a 29";1600;1638;3238
"2978";"san clemente";"30 a 34";1267;1352;2619
"2979";"san clemente";"35 a 39";1223;1397;2620
"2980";"san clemente";"40 a 44";1512;1524;3036
"2981";"san clemente";"45 a 49";1486;1584;3070
"2982";"san clemente";"50 a 54";1587;1541;3128
"2983";"san clemente";"55 a 59";1408;1277;2685
"2984";"san clemente";"60 a 64";1198;1099;2297
"2985";"san clemente";"65 a 69";966;894;1860
"2986";"san clemente";"70 a 74";770;659;1429
"2987";"san clemente";"75 a 79";506;477;983
"2988";"san clemente";"80 a 84";274;308;582
"2989";"san clemente";"85 a 89";167;169;336
"2990";"san clemente";"90 a 94";46;73;119
"2991";"san clemente";"95 a 99";16;19;35
"2992";"san clemente";"100 o más";4;5;9
"2993";"san rafael";"20 a 24";332;353;685
"2994";"san rafael";"25 a 29";322;350;672
"2995";"san rafael";"30 a 34";241;280;521
"2996";"san rafael";"35 a 39";238;282;520
"2997";"san rafael";"40 a 44";293;314;607
"2998";"san rafael";"45 a 49";325;334;659
"2999";"san rafael";"50 a 54";310;320;630
"3000";"san rafael";"55 a 59";299;272;571
"3001";"san rafael";"60 a 64";262;244;506
"3002";"san rafael";"65 a 69";207;201;408
"3003";"san rafael";"70 a 74";171;149;320
"3004";"san rafael";"75 a 79";103;102;205
"3005";"san rafael";"80 a 84";61;62;123
"3006";"san rafael";"85 a 89";36;34;70
"3007";"san rafael";"90 a 94";11;12;23
"3008";"san rafael";"95 a 99";1;3;4
"3009";"san rafael";"100 o más";1;1;2
"3010";"cauquenes";"20 a 24";1064;1207;2271
"3011";"cauquenes";"25 a 29";1264;1420;2684
"3012";"cauquenes";"30 a 34";1106;1231;2337
"3013";"cauquenes";"35 a 39";1209;1377;2586
"3014";"cauquenes";"40 a 44";1299;1363;2662
"3015";"cauquenes";"45 a 49";1327;1438;2765
"3016";"cauquenes";"50 a 54";1464;1477;2941
"3017";"cauquenes";"55 a 59";1274;1418;2692
"3018";"cauquenes";"60 a 64";1106;1173;2279
"3019";"cauquenes";"65 a 69";820;1006;1826
"3020";"cauquenes";"70 a 74";727;901;1628
"3021";"cauquenes";"75 a 79";604;705;1309
"3022";"cauquenes";"80 a 84";382;526;908
"3023";"cauquenes";"85 a 89";227;370;597
"3024";"cauquenes";"90 a 94";98;168;266
"3025";"cauquenes";"95 a 99";24;58;82
"3026";"cauquenes";"100 o más";4;16;20
"3027";"chanco";"20 a 24";224;233;457
"3028";"chanco";"25 a 29";277;315;592
"3029";"chanco";"30 a 34";268;285;553
"3030";"chanco";"35 a 39";271;280;551
"3031";"chanco";"40 a 44";279;307;586
"3032";"chanco";"45 a 49";346;311;657
"3033";"chanco";"50 a 54";360;339;699
"3034";"chanco";"55 a 59";356;312;668
"3035";"chanco";"60 a 64";278;228;506
"3036";"chanco";"65 a 69";197;202;399
"3037";"chanco";"70 a 74";180;172;352
"3038";"chanco";"75 a 79";128;144;272
"3039";"chanco";"80 a 84";93;105;198
"3040";"chanco";"85 a 89";54;68;122
"3041";"chanco";"90 a 94";9;26;35
"3042";"chanco";"95 a 99";2;8;10
"3043";"chanco";"100 o más";3;3;6
"3044";"pelluhue";"20 a 24";176;221;397
"3045";"pelluhue";"25 a 29";254;285;539
"3046";"pelluhue";"30 a 34";251;280;531
"3047";"pelluhue";"35 a 39";268;238;506
"3048";"pelluhue";"40 a 44";250;229;479
"3049";"pelluhue";"45 a 49";256;258;514
"3050";"pelluhue";"50 a 54";256;268;524
"3051";"pelluhue";"55 a 59";249;224;473
"3052";"pelluhue";"60 a 64";220;222;442
"3053";"pelluhue";"65 a 69";213;200;413
"3054";"pelluhue";"70 a 74";155;173;328
"3055";"pelluhue";"75 a 79";135;120;255
"3056";"pelluhue";"80 a 84";72;65;137
"3057";"pelluhue";"85 a 89";40;58;98
"3058";"pelluhue";"90 a 94";12;23;35
"3059";"pelluhue";"95 a 99";1;3;4
"3060";"pelluhue";"100 o más";0;0;0
"3061";"curicó";"20 a 24";5361;5246;10607
"3062";"curicó";"25 a 29";5931;6071;12002
"3063";"curicó";"30 a 34";5234;5491;10725
"3064";"curicó";"35 a 39";5056;5356;10412
"3065";"curicó";"40 a 44";5258;5693;10951
"3066";"curicó";"45 a 49";4776;5223;9999
"3067";"curicó";"50 a 54";5036;5527;10563
"3068";"curicó";"55 a 59";4307;4877;9184
"3069";"curicó";"60 a 64";3501;3821;7322
"3070";"curicó";"65 a 69";2614;2971;5585
"3071";"curicó";"70 a 74";1858;2259;4117
"3072";"curicó";"75 a 79";1322;1640;2962
"3073";"curicó";"80 a 84";688;1112;1800
"3074";"curicó";"85 a 89";412;710;1122
"3075";"curicó";"90 a 94";139;288;427
"3076";"curicó";"95 a 99";29;72;101
"3077";"curicó";"100 o más";17;31;48
"3078";"hualañé";"20 a 24";274;276;550
"3079";"hualañé";"25 a 29";299;316;615
"3080";"hualañé";"30 a 34";258;278;536
"3081";"hualañé";"35 a 39";287;298;585
"3082";"hualañé";"40 a 44";340;324;664
"3083";"hualañé";"45 a 49";359;376;735
"3084";"hualañé";"50 a 54";366;346;712
"3085";"hualañé";"55 a 59";362;320;682
"3086";"hualañé";"60 a 64";313;315;628
"3087";"hualañé";"65 a 69";269;242;511
"3088";"hualañé";"70 a 74";221;192;413
"3089";"hualañé";"75 a 79";138;133;271
"3090";"hualañé";"80 a 84";95;113;208
"3091";"hualañé";"85 a 89";66;72;138
"3092";"hualañé";"90 a 94";17;33;50
"3093";"hualañé";"95 a 99";2;6;8
"3094";"hualañé";"100 o más";2;1;3
"3095";"licantén";"20 a 24";180;156;336
"3096";"licantén";"25 a 29";234;240;474
"3097";"licantén";"30 a 34";192;233;425
"3098";"licantén";"35 a 39";211;209;420
"3099";"licantén";"40 a 44";240;218;458
"3100";"licantén";"45 a 49";242;232;474
"3101";"licantén";"50 a 54";302;284;586
"3102";"licantén";"55 a 59";229;233;462
"3103";"licantén";"60 a 64";201;208;409
"3104";"licantén";"65 a 69";181;150;331
"3105";"licantén";"70 a 74";135;106;241
"3106";"licantén";"75 a 79";94;88;182
"3107";"licantén";"80 a 84";38;59;97
"3108";"licantén";"85 a 89";35;43;78
"3109";"licantén";"90 a 94";11;25;36
"3110";"licantén";"95 a 99";5;9;14
"3111";"licantén";"100 o más";2;3;5
"3112";"molina";"20 a 24";1612;1591;3203
"3113";"molina";"25 a 29";1685;1753;3438
"3114";"molina";"30 a 34";1470;1609;3079
"3115";"molina";"35 a 39";1587;1682;3269
"3116";"molina";"40 a 44";1599;1580;3179
"3117";"molina";"45 a 49";1403;1519;2922
"3118";"molina";"50 a 54";1609;1741;3350
"3119";"molina";"55 a 59";1440;1473;2913
"3120";"molina";"60 a 64";1236;1232;2468
"3121";"molina";"65 a 69";888;1003;1891
"3122";"molina";"70 a 74";693;775;1468
"3123";"molina";"75 a 79";486;527;1013
"3124";"molina";"80 a 84";272;330;602
"3125";"molina";"85 a 89";134;256;390
"3126";"molina";"90 a 94";62;75;137
"3127";"molina";"95 a 99";14;29;43
"3128";"molina";"100 o más";2;6;8
"3129";"rauco";"20 a 24";355;344;699
"3130";"rauco";"25 a 29";388;383;771
"3131";"rauco";"30 a 34";296;330;626
"3132";"rauco";"35 a 39";303;364;667
"3133";"rauco";"40 a 44";369;391;760
"3134";"rauco";"45 a 49";364;389;753
"3135";"rauco";"50 a 54";410;391;801
"3136";"rauco";"55 a 59";316;338;654
"3137";"rauco";"60 a 64";307;266;573
"3138";"rauco";"65 a 69";234;235;469
"3139";"rauco";"70 a 74";180;180;360
"3140";"rauco";"75 a 79";124;141;265
"3141";"rauco";"80 a 84";92;82;174
"3142";"rauco";"85 a 89";37;59;96
"3143";"rauco";"90 a 94";17;26;43
"3144";"rauco";"95 a 99";3;5;8
"3145";"rauco";"100 o más";2;2;4
"3146";"romeral";"20 a 24";486;514;1000
"3147";"romeral";"25 a 29";572;614;1186
"3148";"romeral";"30 a 34";517;495;1012
"3149";"romeral";"35 a 39";499;545;1044
"3150";"romeral";"40 a 44";614;603;1217
"3151";"romeral";"45 a 49";591;529;1120
"3152";"romeral";"50 a 54";581;556;1137
"3153";"romeral";"55 a 59";489;450;939
"3154";"romeral";"60 a 64";387;372;759
"3155";"romeral";"65 a 69";321;297;618
"3156";"romeral";"70 a 74";217;225;442
"3157";"romeral";"75 a 79";166;158;324
"3158";"romeral";"80 a 84";93;106;199
"3159";"romeral";"85 a 89";40;64;104
"3160";"romeral";"90 a 94";21;23;44
"3161";"romeral";"95 a 99";2;6;8
"3162";"romeral";"100 o más";1;0;1
"3163";"sagrada familia";"20 a 24";580;657;1237
"3164";"sagrada familia";"25 a 29";702;694;1396
"3165";"sagrada familia";"30 a 34";632;587;1219
"3166";"sagrada familia";"35 a 39";609;639;1248
"3167";"sagrada familia";"40 a 44";607;661;1268
"3168";"sagrada familia";"45 a 49";686;678;1364
"3169";"sagrada familia";"50 a 54";767;691;1458
"3170";"sagrada familia";"55 a 59";643;605;1248
"3171";"sagrada familia";"60 a 64";553;528;1081
"3172";"sagrada familia";"65 a 69";424;372;796
"3173";"sagrada familia";"70 a 74";324;282;606
"3174";"sagrada familia";"75 a 79";207;208;415
"3175";"sagrada familia";"80 a 84";141;122;263
"3176";"sagrada familia";"85 a 89";73;90;163
"3177";"sagrada familia";"90 a 94";17;24;41
"3178";"sagrada familia";"95 a 99";6;2;8
"3179";"sagrada familia";"100 o más";2;0;2
"3180";"teno";"20 a 24";1025;1019;2044
"3181";"teno";"25 a 29";1141;1062;2203
"3182";"teno";"30 a 34";973;953;1926
"3183";"teno";"35 a 39";911;920;1831
"3184";"teno";"40 a 44";954;944;1898
"3185";"teno";"45 a 49";1065;1050;2115
"3186";"teno";"50 a 54";1205;1120;2325
"3187";"teno";"55 a 59";996;918;1914
"3188";"teno";"60 a 64";787;749;1536
"3189";"teno";"65 a 69";620;566;1186
"3190";"teno";"70 a 74";470;444;914
"3191";"teno";"75 a 79";318;337;655
"3192";"teno";"80 a 84";209;215;424
"3193";"teno";"85 a 89";96;131;227
"3194";"teno";"90 a 94";31;54;85
"3195";"teno";"95 a 99";8;15;23
"3196";"teno";"100 o más";4;1;5
"3197";"vichuquén";"20 a 24";104;88;192
"3198";"vichuquén";"25 a 29";144;150;294
"3199";"vichuquén";"30 a 34";123;123;246
"3200";"vichuquén";"35 a 39";136;114;250
"3201";"vichuquén";"40 a 44";175;143;318
"3202";"vichuquén";"45 a 49";186;172;358
"3203";"vichuquén";"50 a 54";186;188;374
"3204";"vichuquén";"55 a 59";152;155;307
"3205";"vichuquén";"60 a 64";158;142;300
"3206";"vichuquén";"65 a 69";133;92;225
"3207";"vichuquén";"70 a 74";97;109;206
"3208";"vichuquén";"75 a 79";77;55;132
"3209";"vichuquén";"80 a 84";47;49;96
"3210";"vichuquén";"85 a 89";29;31;60
"3211";"vichuquén";"90 a 94";1;11;12
"3212";"vichuquén";"95 a 99";1;2;3
"3213";"vichuquén";"100 o más";0;1;1
"3214";"linares";"20 a 24";2964;2984;5948
"3215";"linares";"25 a 29";3258;3621;6879
"3216";"linares";"30 a 34";3019;3345;6364
"3217";"linares";"35 a 39";2945;3407;6352
"3218";"linares";"40 a 44";2920;3284;6204
"3219";"linares";"45 a 49";2857;3342;6199
"3220";"linares";"50 a 54";3251;3632;6883
"3221";"linares";"55 a 59";2723;3246;5969
"3222";"linares";"60 a 64";2254;2670;4924
"3223";"linares";"65 a 69";1802;2088;3890
"3224";"linares";"70 a 74";1327;1633;2960
"3225";"linares";"75 a 79";918;1244;2162
"3226";"linares";"80 a 84";582;821;1403
"3227";"linares";"85 a 89";319;530;849
"3228";"linares";"90 a 94";105;233;338
"3229";"linares";"95 a 99";23;71;94
"3230";"linares";"100 o más";13;10;23
"3231";"colbún";"20 a 24";684;724;1408
"3232";"colbún";"25 a 29";757;780;1537
"3233";"colbún";"30 a 34";621;734;1355
"3234";"colbún";"35 a 39";625;675;1300
"3235";"colbún";"40 a 44";628;718;1346
"3236";"colbún";"45 a 49";615;731;1346
"3237";"colbún";"50 a 54";730;705;1435
"3238";"colbún";"55 a 59";655;664;1319
"3239";"colbún";"60 a 64";554;595;1149
"3240";"colbún";"65 a 69";518;463;981
"3241";"colbún";"70 a 74";378;362;740
"3242";"colbún";"75 a 79";247;245;492
"3243";"colbún";"80 a 84";142;144;286
"3244";"colbún";"85 a 89";77;113;190
"3245";"colbún";"90 a 94";33;39;72
"3246";"colbún";"95 a 99";6;11;17
"3247";"colbún";"100 o más";2;5;7
"3248";"longaví";"20 a 24";978;974;1952
"3249";"longaví";"25 a 29";1053;1172;2225
"3250";"longaví";"30 a 34";973;974;1947
"3251";"longaví";"35 a 39";966;1022;1988
"3252";"longaví";"40 a 44";1047;1058;2105
"3253";"longaví";"45 a 49";1114;1089;2203
"3254";"longaví";"50 a 54";1232;1186;2418
"3255";"longaví";"55 a 59";1123;978;2101
"3256";"longaví";"60 a 64";878;783;1661
"3257";"longaví";"65 a 69";709;658;1367
"3258";"longaví";"70 a 74";591;526;1117
"3259";"longaví";"75 a 79";363;326;689
"3260";"longaví";"80 a 84";197;205;402
"3261";"longaví";"85 a 89";123;127;250
"3262";"longaví";"90 a 94";42;65;107
"3263";"longaví";"95 a 99";13;18;31
"3264";"longaví";"100 o más";5;3;8
"3265";"parral";"20 a 24";1119;1251;2370
"3266";"parral";"25 a 29";1392;1563;2955
"3267";"parral";"30 a 34";1254;1404;2658
"3268";"parral";"35 a 39";1214;1390;2604
"3269";"parral";"40 a 44";1382;1456;2838
"3270";"parral";"45 a 49";1409;1577;2986
"3271";"parral";"50 a 54";1505;1542;3047
"3272";"parral";"55 a 59";1296;1356;2652
"3273";"parral";"60 a 64";1133;1167;2300
"3274";"parral";"65 a 69";915;878;1793
"3275";"parral";"70 a 74";732;785;1517
"3276";"parral";"75 a 79";496;653;1149
"3277";"parral";"80 a 84";305;410;715
"3278";"parral";"85 a 89";145;265;410
"3279";"parral";"90 a 94";65;96;161
"3280";"parral";"95 a 99";9;33;42
"3281";"parral";"100 o más";3;8;11
"3282";"retiro";"20 a 24";554;616;1170
"3283";"retiro";"25 a 29";607;690;1297
"3284";"retiro";"30 a 34";582;604;1186
"3285";"retiro";"35 a 39";545;622;1167
"3286";"retiro";"40 a 44";692;718;1410
"3287";"retiro";"45 a 49";772;765;1537
"3288";"retiro";"50 a 54";860;783;1643
"3289";"retiro";"55 a 59";748;691;1439
"3290";"retiro";"60 a 64";590;552;1142
"3291";"retiro";"65 a 69";511;431;942
"3292";"retiro";"70 a 74";379;348;727
"3293";"retiro";"75 a 79";256;246;502
"3294";"retiro";"80 a 84";142;163;305
"3295";"retiro";"85 a 89";79;101;180
"3296";"retiro";"90 a 94";30;49;79
"3297";"retiro";"95 a 99";9;10;19
"3298";"retiro";"100 o más";3;4;7
"3299";"san javier";"20 a 24";1604;1745;3349
"3300";"san javier";"25 a 29";1569;1794;3363
"3301";"san javier";"30 a 34";1293;1509;2802
"3302";"san javier";"35 a 39";1263;1426;2689
"3303";"san javier";"40 a 44";1450;1594;3044
"3304";"san javier";"45 a 49";1568;1705;3273
"3305";"san javier";"50 a 54";1572;1604;3176
"3306";"san javier";"55 a 59";1312;1438;2750
"3307";"san javier";"60 a 64";1116;1189;2305
"3308";"san javier";"65 a 69";950;973;1923
"3309";"san javier";"70 a 74";754;819;1573
"3310";"san javier";"75 a 79";541;623;1164
"3311";"san javier";"80 a 84";277;397;674
"3312";"san javier";"85 a 89";166;250;416
"3313";"san javier";"90 a 94";61;115;176
"3314";"san javier";"95 a 99";13;38;51
"3315";"san javier";"100 o más";7;6;13
"3316";"villa alegre";"20 a 24";505;586;1091
"3317";"villa alegre";"25 a 29";500;588;1088
"3318";"villa alegre";"30 a 34";472;554;1026
"3319";"villa alegre";"35 a 39";457;510;967
"3320";"villa alegre";"40 a 44";519;528;1047
"3321";"villa alegre";"45 a 49";561;579;1140
"3322";"villa alegre";"50 a 54";589;611;1200
"3323";"villa alegre";"55 a 59";521;523;1044
"3324";"villa alegre";"60 a 64";456;476;932
"3325";"villa alegre";"65 a 69";355;394;749
"3326";"villa alegre";"70 a 74";336;323;659
"3327";"villa alegre";"75 a 79";223;238;461
"3328";"villa alegre";"80 a 84";129;138;267
"3329";"villa alegre";"85 a 89";69;101;170
"3330";"villa alegre";"90 a 94";29;41;70
"3331";"villa alegre";"95 a 99";4;8;12
"3332";"villa alegre";"100 o más";0;4;4
"3333";"yerbas buenas";"20 a 24";567;612;1179
"3334";"yerbas buenas";"25 a 29";651;626;1277
"3335";"yerbas buenas";"30 a 34";552;597;1149
"3336";"yerbas buenas";"35 a 39";578;604;1182
"3337";"yerbas buenas";"40 a 44";594;624;1218
"3338";"yerbas buenas";"45 a 49";626;684;1310
"3339";"yerbas buenas";"50 a 54";713;669;1382
"3340";"yerbas buenas";"55 a 59";607;536;1143
"3341";"yerbas buenas";"60 a 64";490;515;1005
"3342";"yerbas buenas";"65 a 69";401;365;766
"3343";"yerbas buenas";"70 a 74";339;274;613
"3344";"yerbas buenas";"75 a 79";201;194;395
"3345";"yerbas buenas";"80 a 84";120;101;221
"3346";"yerbas buenas";"85 a 89";58;74;132
"3347";"yerbas buenas";"90 a 94";15;28;43
"3348";"yerbas buenas";"95 a 99";10;11;21
"3349";"yerbas buenas";"100 o más";5;6;11
"3350";"concepción";"20 a 24";13109;12654;25763
"3351";"concepción";"25 a 29";11134;10373;21507
"3352";"concepción";"30 a 34";8116;7934;16050
"3353";"concepción";"35 a 39";6771;7105;13876
"3354";"concepción";"40 a 44";6379;7028;13407
"3355";"concepción";"45 a 49";6540;7218;13758
"3356";"concepción";"50 a 54";6627;7656;14283
"3357";"concepción";"55 a 59";5884;7332;13216
"3358";"concepción";"60 a 64";5105;6240;11345
"3359";"concepción";"65 a 69";3864;4960;8824
"3360";"concepción";"70 a 74";3010;4076;7086
"3361";"concepción";"75 a 79";1975;3097;5072
"3362";"concepción";"80 a 84";1293;2139;3432
"3363";"concepción";"85 a 89";725;1461;2186
"3364";"concepción";"90 a 94";217;693;910
"3365";"concepción";"95 a 99";66;214;280
"3366";"concepción";"100 o más";19;49;68
"3367";"coronel";"20 a 24";4298;4461;8759
"3368";"coronel";"25 a 29";4598;4933;9531
"3369";"coronel";"30 a 34";3820;4274;8094
"3370";"coronel";"35 a 39";3544;3855;7399
"3371";"coronel";"40 a 44";3392;3962;7354
"3372";"coronel";"45 a 49";3653;4257;7910
"3373";"coronel";"50 a 54";3935;4459;8394
"3374";"coronel";"55 a 59";3455;3705;7160
"3375";"coronel";"60 a 64";2677;2989;5666
"3376";"coronel";"65 a 69";1824;2124;3948
"3377";"coronel";"70 a 74";1280;1652;2932
"3378";"coronel";"75 a 79";884;1177;2061
"3379";"coronel";"80 a 84";534;731;1265
"3380";"coronel";"85 a 89";285;536;821
"3381";"coronel";"90 a 94";88;173;261
"3382";"coronel";"95 a 99";17;49;66
"3383";"coronel";"100 o más";6;17;23
"3384";"chiguayante";"20 a 24";3587;3673;7260
"3385";"chiguayante";"25 a 29";3445;3516;6961
"3386";"chiguayante";"30 a 34";2542;2815;5357
"3387";"chiguayante";"35 a 39";2463;2819;5282
"3388";"chiguayante";"40 a 44";2435;2974;5409
"3389";"chiguayante";"45 a 49";2746;3493;6239
"3390";"chiguayante";"50 a 54";2943;3514;6457
"3391";"chiguayante";"55 a 59";2494;2988;5482
"3392";"chiguayante";"60 a 64";1983;2386;4369
"3393";"chiguayante";"65 a 69";1525;1939;3464
"3394";"chiguayante";"70 a 74";1061;1416;2477
"3395";"chiguayante";"75 a 79";691;1042;1733
"3396";"chiguayante";"80 a 84";397;627;1024
"3397";"chiguayante";"85 a 89";198;447;645
"3398";"chiguayante";"90 a 94";70;188;258
"3399";"chiguayante";"95 a 99";27;65;92
"3400";"chiguayante";"100 o más";3;10;13
"3401";"florida";"20 a 24";336;287;623
"3402";"florida";"25 a 29";319;364;683
"3403";"florida";"30 a 34";341;321;662
"3404";"florida";"35 a 39";295;283;578
"3405";"florida";"40 a 44";357;323;680
