"";"comuna_name";"edad";"hombres";"mujeres";"total"
"1";"arica";"20 a 24";9391;8652;18043
"2";"arica";"25 a 29";9377;8797;18174
"3";"arica";"30 a 34";8192;8306;16498
"4";"arica";"35 a 39";7343;7707;15050
"5";"arica";"40 a 44";7143;7607;14750
"6";"arica";"45 a 49";6596;7224;13820
"7";"arica";"50 a 54";6201;7122;13323
"8";"arica";"55 a 59";5481;6176;11657
"9";"arica";"60 a 64";5035;5138;10173
"10";"arica";"65 a 69";3770;4310;8080
"11";"arica";"70 a 74";3033;3502;6535
"12";"arica";"75 a 79";1904;2356;4260
"13";"arica";"80 a 84";1108;1629;2737
"14";"arica";"85 a 89";619;999;1618
"15";"arica";"90 a 94";208;396;604
"16";"arica";"95 a 99";34;119;153
"17";"arica";"100 o más";10;40;50
"18";"camarones";"20 a 24";46;26;72
"19";"camarones";"25 a 29";65;39;104
"20";"camarones";"30 a 34";52;41;93
"21";"camarones";"35 a 39";51;33;84
"22";"camarones";"40 a 44";59;30;89
"23";"camarones";"45 a 49";48;34;82
"24";"camarones";"50 a 54";56;40;96
"25";"camarones";"55 a 59";57;41;98
"26";"camarones";"60 a 64";54;34;88
"27";"camarones";"65 a 69";39;42;81
"28";"camarones";"70 a 74";28;27;55
"29";"camarones";"75 a 79";20;11;31
"30";"camarones";"80 a 84";10;8;18
"31";"camarones";"85 a 89";5;7;12
"32";"camarones";"90 a 94";2;4;6
"33";"camarones";"95 a 99";0;2;2
"34";"camarones";"100 o más";1;0;1
"35";"putre";"20 a 24";243;52;295
"36";"putre";"25 a 29";191;59;250
"37";"putre";"30 a 34";189;65;254
"38";"putre";"35 a 39";189;54;243
"39";"putre";"40 a 44";164;57;221
"40";"putre";"45 a 49";126;45;171
"41";"putre";"50 a 54";95;38;133
"42";"putre";"55 a 59";91;39;130
"43";"putre";"60 a 64";54;37;91
"44";"putre";"65 a 69";35;29;64
"45";"putre";"70 a 74";29;28;57
"46";"putre";"75 a 79";26;28;54
"47";"putre";"80 a 84";15;17;32
"48";"putre";"85 a 89";9;12;21
"49";"putre";"90 a 94";1;3;4
"50";"putre";"95 a 99";1;1;2
"51";"putre";"100 o más";0;1;1
"52";"general lagos";"20 a 24";48;10;58
"53";"general lagos";"25 a 29";48;12;60
"54";"general lagos";"30 a 34";36;14;50
"55";"general lagos";"35 a 39";33;22;55
"56";"general lagos";"40 a 44";24;25;49
"57";"general lagos";"45 a 49";27;12;39
"58";"general lagos";"50 a 54";17;24;41
"59";"general lagos";"55 a 59";24;21;45
"60";"general lagos";"60 a 64";25;19;44
"61";"general lagos";"65 a 69";19;15;34
"62";"general lagos";"70 a 74";16;17;33
"63";"general lagos";"75 a 79";11;4;15
"64";"general lagos";"80 a 84";4;6;10
"65";"general lagos";"85 a 89";3;3;6
"66";"general lagos";"90 a 94";1;0;1
"67";"general lagos";"95 a 99";0;0;0
"68";"general lagos";"100 o más";0;0;0
"69";"iquique";"20 a 24";7574;7444;15018
"70";"iquique";"25 a 29";8896;8745;17641
"71";"iquique";"30 a 34";8180;8237;16417
"72";"iquique";"35 a 39";7393;7644;15037
"73";"iquique";"40 a 44";6586;6717;13303
"74";"iquique";"45 a 49";5696;5919;11615
"75";"iquique";"50 a 54";5591;5887;11478
"76";"iquique";"55 a 59";5052;5488;10540
"77";"iquique";"60 a 64";4613;4690;9303
"78";"iquique";"65 a 69";3089;3373;6462
"79";"iquique";"70 a 74";2208;2343;4551
"80";"iquique";"75 a 79";1236;1648;2884
"81";"iquique";"80 a 84";744;1155;1899
"82";"iquique";"85 a 89";439;803;1242
"83";"iquique";"90 a 94";161;377;538
"84";"iquique";"95 a 99";31;93;124
"85";"iquique";"100 o más";15;15;30
"86";"alto hospicio";"20 a 24";5050;4857;9907
"87";"alto hospicio";"25 a 29";5005;4999;10004
"88";"alto hospicio";"30 a 34";4284;4320;8604
"89";"alto hospicio";"35 a 39";3801;3994;7795
"90";"alto hospicio";"40 a 44";3369;3607;6976
"91";"alto hospicio";"45 a 49";3087;3366;6453
"92";"alto hospicio";"50 a 54";3015;3004;6019
"93";"alto hospicio";"55 a 59";2253;2240;4493
"94";"alto hospicio";"60 a 64";1655;1565;3220
"95";"alto hospicio";"65 a 69";1003;1000;2003
"96";"alto hospicio";"70 a 74";589;685;1274
"97";"alto hospicio";"75 a 79";277;376;653
"98";"alto hospicio";"80 a 84";145;228;373
"99";"alto hospicio";"85 a 89";76;131;207
"100";"alto hospicio";"90 a 94";25;45;70
"101";"alto hospicio";"95 a 99";8;13;21
"102";"alto hospicio";"100 o más";9;6;15
"103";"pozo almonte";"20 a 24";764;466;1230
"104";"pozo almonte";"25 a 29";800;568;1368
"105";"pozo almonte";"30 a 34";819;585;1404
"106";"pozo almonte";"35 a 39";749;497;1246
"107";"pozo almonte";"40 a 44";705;439;1144
"108";"pozo almonte";"45 a 49";544;346;890
"109";"pozo almonte";"50 a 54";536;314;850
"110";"pozo almonte";"55 a 59";462;327;789
"111";"pozo almonte";"60 a 64";366;284;650
"112";"pozo almonte";"65 a 69";220;161;381
"113";"pozo almonte";"70 a 74";190;133;323
"114";"pozo almonte";"75 a 79";99;100;199
"115";"pozo almonte";"80 a 84";65;74;139
"116";"pozo almonte";"85 a 89";26;32;58
"117";"pozo almonte";"90 a 94";8;15;23
"118";"pozo almonte";"95 a 99";1;4;5
"119";"pozo almonte";"100 o más";1;1;2
"120";"camiña";"20 a 24";42;40;82
"121";"camiña";"25 a 29";44;41;85
"122";"camiña";"30 a 34";41;30;71
"123";"camiña";"35 a 39";25;38;63
"124";"camiña";"40 a 44";55;35;90
"125";"camiña";"45 a 49";44;39;83
"126";"camiña";"50 a 54";45;37;82
"127";"camiña";"55 a 59";40;31;71
"128";"camiña";"60 a 64";34;27;61
"129";"camiña";"65 a 69";27;25;52
"130";"camiña";"70 a 74";28;22;50
"131";"camiña";"75 a 79";21;21;42
"132";"camiña";"80 a 84";16;12;28
"133";"camiña";"85 a 89";10;3;13
"134";"camiña";"90 a 94";3;4;7
"135";"camiña";"95 a 99";2;1;3
"136";"camiña";"100 o más";1;0;1
"137";"colchane";"20 a 24";98;61;159
"138";"colchane";"25 a 29";122;71;193
"139";"colchane";"30 a 34";98;49;147
"140";"colchane";"35 a 39";83;60;143
"141";"colchane";"40 a 44";77;44;121
"142";"colchane";"45 a 49";58;48;106
"143";"colchane";"50 a 54";48;56;104
"144";"colchane";"55 a 59";43;45;88
"145";"colchane";"60 a 64";59;35;94
"146";"colchane";"65 a 69";39;38;77
"147";"colchane";"70 a 74";29;26;55
"148";"colchane";"75 a 79";27;15;42
"149";"colchane";"80 a 84";9;10;19
"150";"colchane";"85 a 89";5;4;9
"151";"colchane";"90 a 94";2;3;5
"152";"colchane";"95 a 99";1;1;2
"153";"colchane";"100 o más";0;0;0
"154";"huara";"20 a 24";98;78;176
"155";"huara";"25 a 29";113;101;214
"156";"huara";"30 a 34";107;87;194
"157";"huara";"35 a 39";103;71;174
"158";"huara";"40 a 44";85;64;149
"159";"huara";"45 a 49";108;68;176
"160";"huara";"50 a 54";100;84;184
"161";"huara";"55 a 59";100;55;155
"162";"huara";"60 a 64";74;79;153
"163";"huara";"65 a 69";77;59;136
"164";"huara";"70 a 74";52;48;100
"165";"huara";"75 a 79";44;26;70
"166";"huara";"80 a 84";20;16;36
"167";"huara";"85 a 89";12;16;28
"168";"huara";"90 a 94";6;6;12
"169";"huara";"95 a 99";1;3;4
"170";"huara";"100 o más";1;0;1
"171";"pica";"20 a 24";291;175;466
"172";"pica";"25 a 29";740;285;1025
"173";"pica";"30 a 34";902;228;1130
"174";"pica";"35 a 39";907;198;1105
"175";"pica";"40 a 44";827;176;1003
"176";"pica";"45 a 49";728;185;913
"177";"pica";"50 a 54";517;134;651
"178";"pica";"55 a 59";324;151;475
"179";"pica";"60 a 64";208;121;329
"180";"pica";"65 a 69";115;122;237
"181";"pica";"70 a 74";91;83;174
"182";"pica";"75 a 79";58;74;132
"183";"pica";"80 a 84";27;46;73
"184";"pica";"85 a 89";21;33;54
"185";"pica";"90 a 94";11;10;21
"186";"pica";"95 a 99";3;6;9
"187";"pica";"100 o más";0;3;3
"188";"antofagasta";"20 a 24";17015;16068;33083
"189";"antofagasta";"25 a 29";17765;16367;34132
"190";"antofagasta";"30 a 34";15352;14280;29632
"191";"antofagasta";"35 a 39";14031;13612;27643
"192";"antofagasta";"40 a 44";13618;13209;26827
"193";"antofagasta";"45 a 49";11862;11514;23376
"194";"antofagasta";"50 a 54";10745;10633;21378
"195";"antofagasta";"55 a 59";9311;9612;18923
"196";"antofagasta";"60 a 64";7235;7619;14854
"197";"antofagasta";"65 a 69";4768;5456;10224
"198";"antofagasta";"70 a 74";3192;4099;7291
"199";"antofagasta";"75 a 79";1966;3002;4968
"200";"antofagasta";"80 a 84";1131;1978;3109
"201";"antofagasta";"85 a 89";593;1382;1975
"202";"antofagasta";"90 a 94";196;519;715
"203";"antofagasta";"95 a 99";30;145;175
"204";"antofagasta";"100 o más";32;46;78
"205";"mejillones";"20 a 24";613;484;1097
"206";"mejillones";"25 a 29";884;548;1432
"207";"mejillones";"30 a 34";781;443;1224
"208";"mejillones";"35 a 39";705;414;1119
"209";"mejillones";"40 a 44";721;354;1075
"210";"mejillones";"45 a 49";701;320;1021
"211";"mejillones";"50 a 54";672;338;1010
"212";"mejillones";"55 a 59";491;276;767
"213";"mejillones";"60 a 64";325;208;533
"214";"mejillones";"65 a 69";183;132;315
"215";"mejillones";"70 a 74";97;97;194
"216";"mejillones";"75 a 79";64;76;140
"217";"mejillones";"80 a 84";24;32;56
"218";"mejillones";"85 a 89";14;18;32
"219";"mejillones";"90 a 94";7;10;17
"220";"mejillones";"95 a 99";1;2;3
"221";"mejillones";"100 o más";0;1;1
"222";"sierra gorda";"20 a 24";447;135;582
"223";"sierra gorda";"25 a 29";1161;259;1420
"224";"sierra gorda";"30 a 34";1407;228;1635
"225";"sierra gorda";"35 a 39";1405;186;1591
"226";"sierra gorda";"40 a 44";1394;172;1566
"227";"sierra gorda";"45 a 49";1090;131;1221
"228";"sierra gorda";"50 a 54";770;91;861
"229";"sierra gorda";"55 a 59";448;55;503
"230";"sierra gorda";"60 a 64";214;37;251
"231";"sierra gorda";"65 a 69";58;17;75
"232";"sierra gorda";"70 a 74";16;7;23
"233";"sierra gorda";"75 a 79";9;5;14
"234";"sierra gorda";"80 a 84";4;3;7
"235";"sierra gorda";"85 a 89";2;3;5
"236";"sierra gorda";"90 a 94";1;1;2
"237";"sierra gorda";"95 a 99";0;0;0
"238";"sierra gorda";"100 o más";0;0;0
"239";"taltal";"20 a 24";464;370;834
"240";"taltal";"25 a 29";674;462;1136
"241";"taltal";"30 a 34";620;427;1047
"242";"taltal";"35 a 39";617;455;1072
"243";"taltal";"40 a 44";618;394;1012
"244";"taltal";"45 a 49";589;375;964
"245";"taltal";"50 a 54";566;370;936
"246";"taltal";"55 a 59";470;352;822
"247";"taltal";"60 a 64";385;270;655
"248";"taltal";"65 a 69";226;188;414
"249";"taltal";"70 a 74";167;150;317
"250";"taltal";"75 a 79";107;93;200
"251";"taltal";"80 a 84";66;82;148
"252";"taltal";"85 a 89";28;63;91
"253";"taltal";"90 a 94";11;22;33
"254";"taltal";"95 a 99";2;5;7
"255";"taltal";"100 o más";1;1;2
"256";"calama";"20 a 24";6596;6008;12604
"257";"calama";"25 a 29";8034;7224;15258
"258";"calama";"30 a 34";7548;6856;14404
"259";"calama";"35 a 39";7371;6357;13728
"260";"calama";"40 a 44";6796;6024;12820
"261";"calama";"45 a 49";5891;5161;11052
"262";"calama";"50 a 54";5622;4984;10606
"263";"calama";"55 a 59";4613;4175;8788
"264";"calama";"60 a 64";3409;3136;6545
"265";"calama";"65 a 69";2124;2142;4266
"266";"calama";"70 a 74";1410;1596;3006
"267";"calama";"75 a 79";740;994;1734
"268";"calama";"80 a 84";453;679;1132
"269";"calama";"85 a 89";230;399;629
"270";"calama";"90 a 94";79;173;252
"271";"calama";"95 a 99";20;41;61
"272";"calama";"100 o más";11;16;27
"273";"ollagüe";"20 a 24";12;5;17
"274";"ollagüe";"25 a 29";26;13;39
"275";"ollagüe";"30 a 34";18;13;31
"276";"ollagüe";"35 a 39";28;11;39
"277";"ollagüe";"40 a 44";20;9;29
"278";"ollagüe";"45 a 49";21;6;27
"279";"ollagüe";"50 a 54";16;3;19
"280";"ollagüe";"55 a 59";10;5;15
"281";"ollagüe";"60 a 64";7;4;11
"282";"ollagüe";"65 a 69";2;4;6
"283";"ollagüe";"70 a 74";2;8;10
"284";"ollagüe";"75 a 79";1;2;3
"285";"ollagüe";"80 a 84";2;1;3
"286";"ollagüe";"85 a 89";1;1;2
"287";"ollagüe";"90 a 94";0;0;0
"288";"ollagüe";"95 a 99";0;0;0
"289";"ollagüe";"100 o más";0;0;0
"290";"san pedro de atacama";"20 a 24";426;388;814
"291";"san pedro de atacama";"25 a 29";792;676;1468
"292";"san pedro de atacama";"30 a 34";724;545;1269
"293";"san pedro de atacama";"35 a 39";735;454;1189
"294";"san pedro de atacama";"40 a 44";617;342;959
"295";"san pedro de atacama";"45 a 49";492;271;763
"296";"san pedro de atacama";"50 a 54";380;260;640
"297";"san pedro de atacama";"55 a 59";311;196;507
"298";"san pedro de atacama";"60 a 64";229;174;403
"299";"san pedro de atacama";"65 a 69";122;112;234
"300";"san pedro de atacama";"70 a 74";73;105;178
"301";"san pedro de atacama";"75 a 79";60;79;139
"302";"san pedro de atacama";"80 a 84";38;44;82
"303";"san pedro de atacama";"85 a 89";19;29;48
"304";"san pedro de atacama";"90 a 94";4;12;16
"305";"san pedro de atacama";"95 a 99";4;5;9
"306";"san pedro de atacama";"100 o más";0;1;1
"307";"tocopilla";"20 a 24";824;802;1626
"308";"tocopilla";"25 a 29";974;1103;2077
"309";"tocopilla";"30 a 34";909;938;1847
"310";"tocopilla";"35 a 39";802;812;1614
"311";"tocopilla";"40 a 44";785;798;1583
"312";"tocopilla";"45 a 49";784;781;1565
"313";"tocopilla";"50 a 54";786;765;1551
"314";"tocopilla";"55 a 59";802;753;1555
"315";"tocopilla";"60 a 64";658;642;1300
"316";"tocopilla";"65 a 69";475;478;953
"317";"tocopilla";"70 a 74";316;372;688
"318";"tocopilla";"75 a 79";198;256;454
"319";"tocopilla";"80 a 84";109;184;293
"320";"tocopilla";"85 a 89";60;152;212
"321";"tocopilla";"90 a 94";15;38;53
"322";"tocopilla";"95 a 99";6;8;14
"323";"tocopilla";"100 o más";4;3;7
"324";"maría elena";"20 a 24";247;187;434
"325";"maría elena";"25 a 29";431;228;659
"326";"maría elena";"30 a 34";475;219;694
"327";"maría elena";"35 a 39";458;164;622
"328";"maría elena";"40 a 44";437;192;629
"329";"maría elena";"45 a 49";385;163;548
"330";"maría elena";"50 a 54";383;184;567
"331";"maría elena";"55 a 59";264;135;399
"332";"maría elena";"60 a 64";186;97;283
"333";"maría elena";"65 a 69";98;58;156
"334";"maría elena";"70 a 74";34;31;65
"335";"maría elena";"75 a 79";20;21;41
"336";"maría elena";"80 a 84";10;9;19
"337";"maría elena";"85 a 89";4;9;13
"338";"maría elena";"90 a 94";0;2;2
"339";"maría elena";"95 a 99";0;1;1
"340";"maría elena";"100 o más";0;1;1
"341";"copiapó";"20 a 24";6475;6216;12691
"342";"copiapó";"25 a 29";6785;6619;13404
"343";"copiapó";"30 a 34";5819;5765;11584
"344";"copiapó";"35 a 39";5318;5350;10668
"345";"copiapó";"40 a 44";4968;5096;10064
"346";"copiapó";"45 a 49";4938;5050;9988
"347";"copiapó";"50 a 54";4788;4950;9738
"348";"copiapó";"55 a 59";4139;4366;8505
"349";"copiapó";"60 a 64";3256;3348;6604
"350";"copiapó";"65 a 69";2215;2475;4690
"351";"copiapó";"70 a 74";1559;1835;3394
"352";"copiapó";"75 a 79";1097;1377;2474
"353";"copiapó";"80 a 84";680;962;1642
"354";"copiapó";"85 a 89";354;603;957
"355";"copiapó";"90 a 94";102;225;327
"356";"copiapó";"95 a 99";21;53;74
"357";"copiapó";"100 o más";12;18;30
"358";"caldera";"20 a 24";670;600;1270
"359";"caldera";"25 a 29";686;715;1401
"360";"caldera";"30 a 34";655;605;1260
"361";"caldera";"35 a 39";617;563;1180
"362";"caldera";"40 a 44";586;541;1127
"363";"caldera";"45 a 49";551;514;1065
"364";"caldera";"50 a 54";667;571;1238
"365";"caldera";"55 a 59";609;552;1161
"366";"caldera";"60 a 64";507;438;945
"367";"caldera";"65 a 69";330;324;654
"368";"caldera";"70 a 74";224;232;456
"369";"caldera";"75 a 79";146;155;301
"370";"caldera";"80 a 84";102;101;203
"371";"caldera";"85 a 89";46;67;113
"372";"caldera";"90 a 94";9;18;27
"373";"caldera";"95 a 99";3;11;14
"374";"caldera";"100 o más";2;2;4
"375";"tierra amarilla";"20 a 24";607;490;1097
"376";"tierra amarilla";"25 a 29";687;548;1235
"377";"tierra amarilla";"30 a 34";590;460;1050
"378";"tierra amarilla";"35 a 39";616;417;1033
"379";"tierra amarilla";"40 a 44";641;387;1028
"380";"tierra amarilla";"45 a 49";587;394;981
"381";"tierra amarilla";"50 a 54";587;413;1000
"382";"tierra amarilla";"55 a 59";463;337;800
"383";"tierra amarilla";"60 a 64";332;253;585
"384";"tierra amarilla";"65 a 69";208;178;386
"385";"tierra amarilla";"70 a 74";147;127;274
"386";"tierra amarilla";"75 a 79";92;89;181
"387";"tierra amarilla";"80 a 84";70;73;143
"388";"tierra amarilla";"85 a 89";27;36;63
"389";"tierra amarilla";"90 a 94";3;11;14
"390";"tierra amarilla";"95 a 99";1;2;3
"391";"tierra amarilla";"100 o más";3;1;4
"392";"chañaral";"20 a 24";445;394;839
"393";"chañaral";"25 a 29";531;468;999
"394";"chañaral";"30 a 34";452;389;841
"395";"chañaral";"35 a 39";407;384;791
"396";"chañaral";"40 a 44";388;389;777
"397";"chañaral";"45 a 49";390;338;728
"398";"chañaral";"50 a 54";389;404;793
"399";"chañaral";"55 a 59";377;378;755
"400";"chañaral";"60 a 64";299;279;578
"401";"chañaral";"65 a 69";211;220;431
"402";"chañaral";"70 a 74";165;183;348
"403";"chañaral";"75 a 79";118;155;273
"404";"chañaral";"80 a 84";77;82;159
"405";"chañaral";"85 a 89";33;56;89
"406";"chañaral";"90 a 94";11;21;32
"407";"chañaral";"95 a 99";3;7;10
"408";"chañaral";"100 o más";3;1;4
"409";"diego de almagro";"20 a 24";405;362;767
"410";"diego de almagro";"25 a 29";566;511;1077
"411";"diego de almagro";"30 a 34";600;532;1132
"412";"diego de almagro";"35 a 39";641;519;1160
"413";"diego de almagro";"40 a 44";617;489;1106
"414";"diego de almagro";"45 a 49";595;430;1025
"415";"diego de almagro";"50 a 54";512;439;951
"416";"diego de almagro";"55 a 59";475;419;894
"417";"diego de almagro";"60 a 64";384;255;639
"418";"diego de almagro";"65 a 69";225;169;394
"419";"diego de almagro";"70 a 74";124;119;243
"420";"diego de almagro";"75 a 79";90;97;187
"421";"diego de almagro";"80 a 84";43;44;87
"422";"diego de almagro";"85 a 89";35;32;67
"423";"diego de almagro";"90 a 94";5;9;14
"424";"diego de almagro";"95 a 99";1;3;4
"425";"diego de almagro";"100 o más";2;2;4
"426";"vallenar";"20 a 24";1692;1658;3350
"427";"vallenar";"25 a 29";2022;2026;4048
"428";"vallenar";"30 a 34";1785;1928;3713
"429";"vallenar";"35 a 39";1627;1673;3300
"430";"vallenar";"40 a 44";1524;1660;3184
"431";"vallenar";"45 a 49";1633;1778;3411
"432";"vallenar";"50 a 54";1770;1903;3673
"433";"vallenar";"55 a 59";1440;1603;3043
"434";"vallenar";"60 a 64";1267;1320;2587
"435";"vallenar";"65 a 69";926;1095;2021
"436";"vallenar";"70 a 74";763;831;1594
"437";"vallenar";"75 a 79";550;656;1206
"438";"vallenar";"80 a 84";362;474;836
"439";"vallenar";"85 a 89";181;277;458
"440";"vallenar";"90 a 94";59;132;191
"441";"vallenar";"95 a 99";14;41;55
"442";"vallenar";"100 o más";3;7;10
"443";"alto del carmen";"20 a 24";145;140;285
"444";"alto del carmen";"25 a 29";195;192;387
"445";"alto del carmen";"30 a 34";221;149;370
"446";"alto del carmen";"35 a 39";206;144;350
"447";"alto del carmen";"40 a 44";225;135;360
"448";"alto del carmen";"45 a 49";232;158;390
"449";"alto del carmen";"50 a 54";223;166;389
"450";"alto del carmen";"55 a 59";184;147;331
"451";"alto del carmen";"60 a 64";160;137;297
"452";"alto del carmen";"65 a 69";158;96;254
"453";"alto del carmen";"70 a 74";117;103;220
"454";"alto del carmen";"75 a 79";90;76;166
"455";"alto del carmen";"80 a 84";55;57;112
"456";"alto del carmen";"85 a 89";34;38;72
"457";"alto del carmen";"90 a 94";16;13;29
"458";"alto del carmen";"95 a 99";5;3;8
"459";"alto del carmen";"100 o más";3;1;4
"460";"freirina";"20 a 24";233;235;468
"461";"freirina";"25 a 29";282;268;550
"462";"freirina";"30 a 34";236;235;471
"463";"freirina";"35 a 39";213;203;416
"464";"freirina";"40 a 44";209;207;416
"465";"freirina";"45 a 49";224;242;466
"466";"freirina";"50 a 54";286;251;537
"467";"freirina";"55 a 59";231;213;444
"468";"freirina";"60 a 64";173;171;344
"469";"freirina";"65 a 69";137;142;279
"470";"freirina";"70 a 74";116;110;226
"471";"freirina";"75 a 79";92;84;176
"472";"freirina";"80 a 84";45;53;98
"473";"freirina";"85 a 89";28;36;64
"474";"freirina";"90 a 94";16;24;40
"475";"freirina";"95 a 99";2;7;9
"476";"freirina";"100 o más";0;0;0
"477";"huasco";"20 a 24";299;291;590
"478";"huasco";"25 a 29";438;412;850
"479";"huasco";"30 a 34";388;353;741
"480";"huasco";"35 a 39";349;319;668
"481";"huasco";"40 a 44";333;249;582
"482";"huasco";"45 a 49";324;326;650
"483";"huasco";"50 a 54";399;349;748
"484";"huasco";"55 a 59";360;318;678
"485";"huasco";"60 a 64";306;306;612
"486";"huasco";"65 a 69";204;218;422
"487";"huasco";"70 a 74";160;130;290
"488";"huasco";"75 a 79";107;115;222
"489";"huasco";"80 a 84";60;86;146
"490";"huasco";"85 a 89";29;61;90
"491";"huasco";"90 a 94";7;20;27
"492";"huasco";"95 a 99";3;6;9
"493";"huasco";"100 o más";1;1;2
"494";"la serena";"20 a 24";9846;9820;19666
"495";"la serena";"25 a 29";9034;9115;18149
"496";"la serena";"30 a 34";7383;7788;15171
"497";"la serena";"35 a 39";6636;7637;14273
"498";"la serena";"40 a 44";6710;7832;14542
"499";"la serena";"45 a 49";6451;7649;14100
"500";"la serena";"50 a 54";6365;7485;13850
"501";"la serena";"55 a 59";5553;6737;12290
"502";"la serena";"60 a 64";4579;5602;10181
"503";"la serena";"65 a 69";3501;4380;7881
"504";"la serena";"70 a 74";2715;3481;6196
"505";"la serena";"75 a 79";1847;2529;4376
"506";"la serena";"80 a 84";1224;1794;3018
"507";"la serena";"85 a 89";635;1201;1836
"508";"la serena";"90 a 94";199;502;701
"509";"la serena";"95 a 99";65;138;203
"510";"la serena";"100 o más";23;46;69
"511";"coquimbo";"20 a 24";9111;9242;18353
"512";"coquimbo";"25 a 29";9178;9455;18633
"513";"coquimbo";"30 a 34";7855;8430;16285
"514";"coquimbo";"35 a 39";7022;7997;15019
"515";"coquimbo";"40 a 44";7141;7859;15000
"516";"coquimbo";"45 a 49";6899;7688;14587
"517";"coquimbo";"50 a 54";6633;7703;14336
"518";"coquimbo";"55 a 59";5850;6781;12631
"519";"coquimbo";"60 a 64";5033;5782;10815
"520";"coquimbo";"65 a 69";3774;4305;8079
"521";"coquimbo";"70 a 74";2919;3342;6261
"522";"coquimbo";"75 a 79";1849;2426;4275
"523";"coquimbo";"80 a 84";1121;1678;2799
"524";"coquimbo";"85 a 89";644;1150;1794
"525";"coquimbo";"90 a 94";231;429;660
"526";"coquimbo";"95 a 99";43;131;174
"527";"coquimbo";"100 o más";13;36;49
"528";"andacollo";"20 a 24";372;373;745
"529";"andacollo";"25 a 29";399;416;815
"530";"andacollo";"30 a 34";334;340;674
"531";"andacollo";"35 a 39";323;297;620
"532";"andacollo";"40 a 44";333;352;685
"533";"andacollo";"45 a 49";354;402;756
"534";"andacollo";"50 a 54";428;391;819
"535";"andacollo";"55 a 59";344;356;700
"536";"andacollo";"60 a 64";293;258;551
"537";"andacollo";"65 a 69";209;251;460
"538";"andacollo";"70 a 74";181;200;381
"539";"andacollo";"75 a 79";146;157;303
"540";"andacollo";"80 a 84";94;112;206
"541";"andacollo";"85 a 89";46;52;98
"542";"andacollo";"90 a 94";15;18;33
"543";"andacollo";"95 a 99";6;10;16
"544";"andacollo";"100 o más";0;4;4
"545";"la higuera";"20 a 24";130;123;253
"546";"la higuera";"25 a 29";130;140;270
"547";"la higuera";"30 a 34";103;128;231
"548";"la higuera";"35 a 39";144;127;271
"549";"la higuera";"40 a 44";149;141;290
"550";"la higuera";"45 a 49";167;114;281
"551";"la higuera";"50 a 54";177;145;322
"552";"la higuera";"55 a 59";161;130;291
"553";"la higuera";"60 a 64";137;105;242
"554";"la higuera";"65 a 69";104;99;203
"555";"la higuera";"70 a 74";100;58;158
"556";"la higuera";"75 a 79";50;44;94
"557";"la higuera";"80 a 84";24;38;62
"558";"la higuera";"85 a 89";21;16;37
"559";"la higuera";"90 a 94";4;6;10
"560";"la higuera";"95 a 99";1;1;2
"561";"la higuera";"100 o más";0;1;1
"562";"paiguano";"20 a 24";126;128;254
"563";"paiguano";"25 a 29";181;181;362
"564";"paiguano";"30 a 34";142;173;315
"565";"paiguano";"35 a 39";133;129;262
"566";"paiguano";"40 a 44";156;138;294
"567";"paiguano";"45 a 49";175;173;348
"568";"paiguano";"50 a 54";150;204;354
"569";"paiguano";"55 a 59";182;138;320
"570";"paiguano";"60 a 64";134;104;238
"571";"paiguano";"65 a 69";101;92;193
"572";"paiguano";"70 a 74";75;87;162
"573";"paiguano";"75 a 79";71;60;131
"574";"paiguano";"80 a 84";30;44;74
"575";"paiguano";"85 a 89";33;36;69
"576";"paiguano";"90 a 94";9;16;25
"577";"paiguano";"95 a 99";1;0;1
"578";"paiguano";"100 o más";0;0;0
"579";"vicuña";"20 a 24";969;936;1905
"580";"vicuña";"25 a 29";1032;1057;2089
"581";"vicuña";"30 a 34";925;952;1877
"582";"vicuña";"35 a 39";817;913;1730
"583";"vicuña";"40 a 44";924;944;1868
"584";"vicuña";"45 a 49";947;959;1906
"585";"vicuña";"50 a 54";960;955;1915
"586";"vicuña";"55 a 59";825;827;1652
"587";"vicuña";"60 a 64";721;660;1381
"588";"vicuña";"65 a 69";493;538;1031
"589";"vicuña";"70 a 74";423;443;866
"590";"vicuña";"75 a 79";297;380;677
"591";"vicuña";"80 a 84";222;237;459
"592";"vicuña";"85 a 89";120;141;261
"593";"vicuña";"90 a 94";36;70;106
"594";"vicuña";"95 a 99";9;17;26
"595";"vicuña";"100 o más";3;3;6
"596";"illapel";"20 a 24";876;822;1698
"597";"illapel";"25 a 29";965;1175;2140
"598";"illapel";"30 a 34";978;1134;2112
"599";"illapel";"35 a 39";880;1054;1934
"600";"illapel";"40 a 44";884;1001;1885
"601";"illapel";"45 a 49";1015;1095;2110
"602";"illapel";"50 a 54";992;1113;2105
"603";"illapel";"55 a 59";1015;1015;2030
"604";"illapel";"60 a 64";761;876;1637
"605";"illapel";"65 a 69";660;757;1417
"606";"illapel";"70 a 74";523;561;1084
"607";"illapel";"75 a 79";337;447;784
"608";"illapel";"80 a 84";240;297;537
"609";"illapel";"85 a 89";104;220;324
"610";"illapel";"90 a 94";31;86;117
"611";"illapel";"95 a 99";10;30;40
"612";"illapel";"100 o más";2;5;7
"613";"canela";"20 a 24";260;213;473
"614";"canela";"25 a 29";280;275;555
"615";"canela";"30 a 34";235;248;483
"616";"canela";"35 a 39";248;280;528
