"";"comuna_datachile_id";"candidato_id";"votos_candidato";"electo";"year";"election_id";"candidato";"region_id";"region_name";"comuna_name"
"2650";92;6;71;0;2013;1;"Alfredo Sfeir Younis";9;"Araucania";"Freire"
"2651";92;147;1044;0;2017;1;"Jose Antonio Kast Rist";9;"Araucania";"Freire"
"2652";92;2;3204;0;2013;2;"Evelyn Matthei Fornet";9;"Araucania";"Freire"
"2653";92;4;698;0;2013;1;"Franco Aldo Parisi Fernandez";9;"Araucania";"Freire"
"2654";92;561;798;0;2017;1;"Carolina Goic Boroevic";9;"Araucania";"Freire"
"2655";92;2550;6093;1;2017;2;" Sebastian Pinera Echenique";9;"Araucania";"Freire"
"2656";92;9;50;0;2013;2;"Votos En Blanco";9;"Araucania";"Freire"
"2657";92;9;135;0;2017;1;"Votos En Blanco";9;"Araucania";"Freire"
"2658";92;1;5651;1;2013;2;"Michelle Bachelet Jeria";9;"Araucania";"Freire"
"2659";92;567;4113;0;2017;2;"Alejandro Guillier Alvarez";9;"Araucania";"Freire"
"2660";92;535;42;0;2017;1;"Alejandro Navarro Brain";9;"Araucania";"Freire"
"2661";92;8;91;0;2017;2;"Votos Nulos";9;"Araucania";"Freire"
"2662";92;9;42;0;2017;2;"Votos En Blanco";9;"Araucania";"Freire"
"2663";92;2552;57;0;2017;1;"Eduardo Artes Brichetti";9;"Araucania";"Freire"
"2664";92;9;160;0;2013;1;"Votos En Blanco";9;"Araucania";"Freire"
"2665";92;8;173;0;2013;1;"Votos Nulos";9;"Araucania";"Freire"
"2666";92;8;127;0;2013;2;"Votos Nulos";9;"Araucania";"Freire"
"2667";92;2551;1053;0;2017;1;"Beatriz Sanchez Munoz";9;"Araucania";"Freire"
"2668";92;10;107;0;2013;1;"Ricardo Israel Zipper";9;"Araucania";"Freire"
"2669";93;9;21;0;2017;1;"Votos En Blanco";3;"Atacama";"Freirina"
"2670";93;3;83;0;2017;1;"Marco Enriquez-Ominami Gumucio";3;"Atacama";"Freirina"
"2671";93;2;460;0;2013;2;"Evelyn Matthei Fornet";3;"Atacama";"Freirina"
"2672";93;10;8;0;2013;1;"Ricardo Israel Zipper";3;"Atacama";"Freirina"
"2673";93;9;9;0;2013;2;"Votos En Blanco";3;"Atacama";"Freirina"
"2674";93;5;52;0;2013;1;"Marcel Claude Reyes";3;"Atacama";"Freirina"
"2675";93;8;25;0;2013;1;"Votos Nulos";3;"Atacama";"Freirina"
"2676";93;3;187;0;2013;1;"Marco Enriquez-Ominami Gumucio";3;"Atacama";"Freirina"
"2677";93;147;44;0;2017;1;"Jose Antonio Kast Rist";3;"Atacama";"Freirina"
"2678";93;561;127;0;2017;1;"Carolina Goic Boroevic";3;"Atacama";"Freirina"
"2679";93;7;35;0;2013;1;"Roxana Miranda Meneses";3;"Atacama";"Freirina"
"2680";93;8;26;0;2013;2;"Votos Nulos";3;"Atacama";"Freirina"
"2681";93;11;8;0;2013;1;"Tomas Jocelyn-Holt Letelier";3;"Atacama";"Freirina"
"2682";93;2551;325;0;2017;1;"Beatriz Sanchez Munoz";3;"Atacama";"Freirina"
"2683";93;1;1827;1;2013;2;"Michelle Bachelet Jeria";3;"Atacama";"Freirina"
"2684";93;567;1522;0;2017;2;"Alejandro Guillier Alvarez";3;"Atacama";"Freirina"
"2685";93;567;1066;0;2017;1;"Alejandro Guillier Alvarez";3;"Atacama";"Freirina"
"2686";93;2550;1147;1;2017;2;" Sebastian Pinera Echenique";3;"Atacama";"Freirina"
"2687";93;9;7;0;2017;2;"Votos En Blanco";3;"Atacama";"Freirina"
"2688";93;2552;14;0;2017;1;"Eduardo Artes Brichetti";3;"Atacama";"Freirina"
"2689";93;4;229;0;2013;1;"Franco Aldo Parisi Fernandez";3;"Atacama";"Freirina"
"2690";93;1;1716;0;2013;1;"Michelle Bachelet Jeria";3;"Atacama";"Freirina"
"2691";93;2;429;0;2013;1;"Evelyn Matthei Fornet";3;"Atacama";"Freirina"
"2692";93;6;16;0;2013;1;"Alfredo Sfeir Younis";3;"Atacama";"Freirina"
"2693";93;2550;953;0;2017;1;" Sebastian Pinera Echenique";3;"Atacama";"Freirina"
"2694";93;8;19;0;2017;1;"Votos Nulos";3;"Atacama";"Freirina"
"2695";93;8;16;0;2017;2;"Votos Nulos";3;"Atacama";"Freirina"
"2696";93;9;30;0;2013;1;"Votos En Blanco";3;"Atacama";"Freirina"
"2697";93;535;11;0;2017;1;"Alejandro Navarro Brain";3;"Atacama";"Freirina"
"2698";94;11;10;0;2013;1;"Tomas Jocelyn-Holt Letelier";10;"Los Lagos";"Fresia"
"2699";94;1;3863;0;2013;1;"Michelle Bachelet Jeria";10;"Los Lagos";"Fresia"
"2700";94;2550;3390;1;2017;2;" Sebastian Pinera Echenique";10;"Los Lagos";"Fresia"
"2701";94;2;1723;0;2013;1;"Evelyn Matthei Fornet";10;"Los Lagos";"Fresia"
"2702";94;5;144;0;2013;1;"Marcel Claude Reyes";10;"Los Lagos";"Fresia"
"2703";94;9;81;0;2013;1;"Votos En Blanco";10;"Los Lagos";"Fresia"
"2704";94;8;22;0;2017;2;"Votos Nulos";10;"Los Lagos";"Fresia"
"2705";94;567;1828;0;2017;1;"Alejandro Guillier Alvarez";10;"Los Lagos";"Fresia"
"2706";94;2;2030;0;2013;2;"Evelyn Matthei Fornet";10;"Los Lagos";"Fresia"
"2707";94;9;25;0;2013;2;"Votos En Blanco";10;"Los Lagos";"Fresia"
"2708";94;8;51;0;2013;2;"Votos Nulos";10;"Los Lagos";"Fresia"
"2709";94;2550;2384;0;2017;1;" Sebastian Pinera Echenique";10;"Los Lagos";"Fresia"
"2710";94;3;225;0;2017;1;"Marco Enriquez-Ominami Gumucio";10;"Los Lagos";"Fresia"
"2711";94;1;3929;1;2013;2;"Michelle Bachelet Jeria";10;"Los Lagos";"Fresia"
"2712";94;2552;23;0;2017;1;"Eduardo Artes Brichetti";10;"Los Lagos";"Fresia"
"2713";94;8;71;0;2017;1;"Votos Nulos";10;"Los Lagos";"Fresia"
"2714";94;10;23;0;2013;1;"Ricardo Israel Zipper";10;"Los Lagos";"Fresia"
"2715";94;2551;527;0;2017;1;"Beatriz Sanchez Munoz";10;"Los Lagos";"Fresia"
"2716";94;561;353;0;2017;1;"Carolina Goic Boroevic";10;"Los Lagos";"Fresia"
"2717";94;6;49;0;2013;1;"Alfredo Sfeir Younis";10;"Los Lagos";"Fresia"
"2718";94;9;81;0;2017;1;"Votos En Blanco";10;"Los Lagos";"Fresia"
"2719";94;147;363;0;2017;1;"Jose Antonio Kast Rist";10;"Los Lagos";"Fresia"
"2720";94;3;252;0;2013;1;"Marco Enriquez-Ominami Gumucio";10;"Los Lagos";"Fresia"
"2721";94;567;3017;0;2017;2;"Alejandro Guillier Alvarez";10;"Los Lagos";"Fresia"
"2722";94;8;89;0;2013;1;"Votos Nulos";10;"Los Lagos";"Fresia"
"2723";94;535;26;0;2017;1;"Alejandro Navarro Brain";10;"Los Lagos";"Fresia"
"2724";94;4;275;0;2013;1;"Franco Aldo Parisi Fernandez";10;"Los Lagos";"Fresia"
"2725";94;7;33;0;2013;1;"Roxana Miranda Meneses";10;"Los Lagos";"Fresia"
"2726";94;9;19;0;2017;2;"Votos En Blanco";10;"Los Lagos";"Fresia"
"2727";95;11;14;0;2013;1;"Tomas Jocelyn-Holt Letelier";10;"Los Lagos";"Frutillar"
"2728";95;6;57;0;2013;1;"Alfredo Sfeir Younis";10;"Los Lagos";"Frutillar"
"2729";95;567;2067;0;2017;1;"Alejandro Guillier Alvarez";10;"Los Lagos";"Frutillar"
"2730";95;7;72;0;2013;1;"Roxana Miranda Meneses";10;"Los Lagos";"Frutillar"
"2731";95;9;17;0;2017;2;"Votos En Blanco";10;"Los Lagos";"Frutillar"
"2732";95;5;131;0;2013;1;"Marcel Claude Reyes";10;"Los Lagos";"Frutillar"
"2733";95;10;40;0;2013;1;"Ricardo Israel Zipper";10;"Los Lagos";"Frutillar"
"2734";95;535;29;0;2017;1;"Alejandro Navarro Brain";10;"Los Lagos";"Frutillar"
"2735";95;9;72;0;2017;1;"Votos En Blanco";10;"Los Lagos";"Frutillar"
"2736";95;9;71;0;2013;1;"Votos En Blanco";10;"Los Lagos";"Frutillar"
"2737";95;8;51;0;2017;2;"Votos Nulos";10;"Los Lagos";"Frutillar"
"2738";95;3;351;0;2017;1;"Marco Enriquez-Ominami Gumucio";10;"Los Lagos";"Frutillar"
"2739";95;4;659;0;2013;1;"Franco Aldo Parisi Fernandez";10;"Los Lagos";"Frutillar"
"2740";95;2;2424;0;2013;2;"Evelyn Matthei Fornet";10;"Los Lagos";"Frutillar"
"2741";95;8;62;0;2013;1;"Votos Nulos";10;"Los Lagos";"Frutillar"
"2742";95;147;936;0;2017;1;"Jose Antonio Kast Rist";10;"Los Lagos";"Frutillar"
"2743";95;1;4508;0;2013;1;"Michelle Bachelet Jeria";10;"Los Lagos";"Frutillar"
"2744";95;1;4708;1;2013;2;"Michelle Bachelet Jeria";10;"Los Lagos";"Frutillar"
"2745";95;2552;38;0;2017;1;"Eduardo Artes Brichetti";10;"Los Lagos";"Frutillar"
"2746";95;567;3712;0;2017;2;"Alejandro Guillier Alvarez";10;"Los Lagos";"Frutillar"
"2747";95;8;69;0;2017;1;"Votos Nulos";10;"Los Lagos";"Frutillar"
"2748";95;561;403;0;2017;1;"Carolina Goic Boroevic";10;"Los Lagos";"Frutillar"
"2749";95;2550;4536;1;2017;2;" Sebastian Pinera Echenique";10;"Los Lagos";"Frutillar"
"2750";95;3;364;0;2013;1;"Marco Enriquez-Ominami Gumucio";10;"Los Lagos";"Frutillar"
"2751";95;2551;944;0;2017;1;"Beatriz Sanchez Munoz";10;"Los Lagos";"Frutillar"
"2752";95;2;1887;0;2013;1;"Evelyn Matthei Fornet";10;"Los Lagos";"Frutillar"
"2753";95;9;25;0;2013;2;"Votos En Blanco";10;"Los Lagos";"Frutillar"
"2754";95;8;63;0;2013;2;"Votos Nulos";10;"Los Lagos";"Frutillar"
"2755";95;2550;2610;0;2017;1;" Sebastian Pinera Echenique";10;"Los Lagos";"Frutillar"
"2756";96;561;74;0;2017;1;"Carolina Goic Boroevic";10;"Los Lagos";"Futaleufu"
"2757";96;8;9;0;2017;2;"Votos Nulos";10;"Los Lagos";"Futaleufu"
"2758";96;8;12;0;2013;1;"Votos Nulos";10;"Los Lagos";"Futaleufu"
"2759";96;535;2;0;2017;1;"Alejandro Navarro Brain";10;"Los Lagos";"Futaleufu"
"2760";96;2552;2;0;2017;1;"Eduardo Artes Brichetti";10;"Los Lagos";"Futaleufu"
"2761";96;3;41;0;2017;1;"Marco Enriquez-Ominami Gumucio";10;"Los Lagos";"Futaleufu"
"2762";96;11;1;0;2013;1;"Tomas Jocelyn-Holt Letelier";10;"Los Lagos";"Futaleufu"
"2763";96;9;4;0;2017;2;"Votos En Blanco";10;"Los Lagos";"Futaleufu"
"2764";96;2550;461;0;2017;1;" Sebastian Pinera Echenique";10;"Los Lagos";"Futaleufu"
"2765";96;2550;639;1;2017;2;" Sebastian Pinera Echenique";10;"Los Lagos";"Futaleufu"
"2766";96;6;17;0;2013;1;"Alfredo Sfeir Younis";10;"Los Lagos";"Futaleufu"
"2767";96;567;154;0;2017;1;"Alejandro Guillier Alvarez";10;"Los Lagos";"Futaleufu"
"2768";96;147;60;0;2017;1;"Jose Antonio Kast Rist";10;"Los Lagos";"Futaleufu"
"2769";96;5;15;0;2013;1;"Marcel Claude Reyes";10;"Los Lagos";"Futaleufu"
"2770";96;567;381;0;2017;2;"Alejandro Guillier Alvarez";10;"Los Lagos";"Futaleufu"
"2771";96;2;425;0;2013;2;"Evelyn Matthei Fornet";10;"Los Lagos";"Futaleufu"
"2772";96;2551;134;0;2017;1;"Beatriz Sanchez Munoz";10;"Los Lagos";"Futaleufu"
"2773";96;1;569;1;2013;2;"Michelle Bachelet Jeria";10;"Los Lagos";"Futaleufu"
"2774";96;8;16;0;2017;1;"Votos Nulos";10;"Los Lagos";"Futaleufu"
"2775";96;10;4;0;2013;1;"Ricardo Israel Zipper";10;"Los Lagos";"Futaleufu"
"2776";96;9;7;0;2013;2;"Votos En Blanco";10;"Los Lagos";"Futaleufu"
"2777";96;3;45;0;2013;1;"Marco Enriquez-Ominami Gumucio";10;"Los Lagos";"Futaleufu"
"2778";96;7;8;0;2013;1;"Roxana Miranda Meneses";10;"Los Lagos";"Futaleufu"
"2779";96;2;347;0;2013;1;"Evelyn Matthei Fornet";10;"Los Lagos";"Futaleufu"
"2780";96;9;9;0;2017;1;"Votos En Blanco";10;"Los Lagos";"Futaleufu"
"2781";96;8;14;0;2013;2;"Votos Nulos";10;"Los Lagos";"Futaleufu"
"2782";96;1;529;0;2013;1;"Michelle Bachelet Jeria";10;"Los Lagos";"Futaleufu"
"2783";96;9;20;0;2013;1;"Votos En Blanco";10;"Los Lagos";"Futaleufu"
"2784";96;4;60;0;2013;1;"Franco Aldo Parisi Fernandez";10;"Los Lagos";"Futaleufu"
"2785";97;6;53;0;2013;1;"Alfredo Sfeir Younis";14;"Los Rios";"Futrono"
"2786";97;2;1698;0;2013;1;"Evelyn Matthei Fornet";14;"Los Rios";"Futrono"
"2787";97;567;1423;0;2017;1;"Alejandro Guillier Alvarez";14;"Los Rios";"Futrono"
"2788";97;2;1957;0;2013;2;"Evelyn Matthei Fornet";14;"Los Rios";"Futrono"
"2789";97;9;21;0;2017;2;"Votos En Blanco";14;"Los Rios";"Futrono"
"2790";97;2551;615;0;2017;1;"Beatriz Sanchez Munoz";14;"Los Rios";"Futrono"
"2791";97;567;2507;0;2017;2;"Alejandro Guillier Alvarez";14;"Los Rios";"Futrono"
"2792";97;11;17;0;2013;1;"Tomas Jocelyn-Holt Letelier";14;"Los Rios";"Futrono"
"2793";97;2550;4119;1;2017;2;" Sebastian Pinera Echenique";14;"Los Rios";"Futrono"
"2794";97;5;116;0;2013;1;"Marcel Claude Reyes";14;"Los Rios";"Futrono"
"2795";97;3;215;0;2013;1;"Marco Enriquez-Ominami Gumucio";14;"Los Rios";"Futrono"
"2796";97;1;3395;0;2013;1;"Michelle Bachelet Jeria";14;"Los Rios";"Futrono"
"2797";97;7;71;0;2013;1;"Roxana Miranda Meneses";14;"Los Rios";"Futrono"
"2798";97;9;28;0;2013;2;"Votos En Blanco";14;"Los Rios";"Futrono"
"2799";97;2552;32;0;2017;1;"Eduardo Artes Brichetti";14;"Los Rios";"Futrono"
"2800";97;9;63;0;2017;1;"Votos En Blanco";14;"Los Rios";"Futrono"
"2801";97;535;22;0;2017;1;"Alejandro Navarro Brain";14;"Los Rios";"Futrono"
"2802";97;2550;2574;0;2017;1;" Sebastian Pinera Echenique";14;"Los Rios";"Futrono"
"2803";97;9;95;0;2013;1;"Votos En Blanco";14;"Los Rios";"Futrono"
"2804";97;147;759;0;2017;1;"Jose Antonio Kast Rist";14;"Los Rios";"Futrono"
"2805";97;561;330;0;2017;1;"Carolina Goic Boroevic";14;"Los Rios";"Futrono"
"2806";97;8;40;0;2013;2;"Votos Nulos";14;"Los Rios";"Futrono"
"2807";97;4;519;0;2013;1;"Franco Aldo Parisi Fernandez";14;"Los Rios";"Futrono"
"2808";97;8;75;0;2013;1;"Votos Nulos";14;"Los Rios";"Futrono"
"2809";97;1;3377;1;2013;2;"Michelle Bachelet Jeria";14;"Los Rios";"Futrono"
"2810";97;10;41;0;2013;1;"Ricardo Israel Zipper";14;"Los Rios";"Futrono"
"2811";97;8;40;0;2017;2;"Votos Nulos";14;"Los Rios";"Futrono"
"2812";97;3;169;0;2017;1;"Marco Enriquez-Ominami Gumucio";14;"Los Rios";"Futrono"
"2813";97;8;80;0;2017;1;"Votos Nulos";14;"Los Rios";"Futrono"
"2814";98;3;312;0;2013;1;"Marco Enriquez-Ominami Gumucio";9;"Araucania";"Galvarino"
"2815";98;2551;691;0;2017;1;"Beatriz Sanchez Munoz";9;"Araucania";"Galvarino"
"2816";98;3;380;0;2017;1;"Marco Enriquez-Ominami Gumucio";9;"Araucania";"Galvarino"
"2817";98;147;417;0;2017;1;"Jose Antonio Kast Rist";9;"Araucania";"Galvarino"
"2818";98;8;134;0;2013;1;"Votos Nulos";9;"Araucania";"Galvarino"
"2819";98;8;105;0;2017;1;"Votos Nulos";9;"Araucania";"Galvarino"
"2820";98;2550;2867;1;2017;2;" Sebastian Pinera Echenique";9;"Araucania";"Galvarino"
"2821";98;2;1706;0;2013;2;"Evelyn Matthei Fornet";9;"Araucania";"Galvarino"
"2822";98;561;648;0;2017;1;"Carolina Goic Boroevic";9;"Araucania";"Galvarino"
"2823";98;5;63;0;2013;1;"Marcel Claude Reyes";9;"Araucania";"Galvarino"
"2824";98;8;82;0;2013;2;"Votos Nulos";9;"Araucania";"Galvarino"
"2825";98;1;3436;0;2013;1;"Michelle Bachelet Jeria";9;"Araucania";"Galvarino"
"2826";98;10;54;0;2013;1;"Ricardo Israel Zipper";9;"Araucania";"Galvarino"
"2827";98;9;116;0;2017;1;"Votos En Blanco";9;"Araucania";"Galvarino"
"2828";98;2552;32;0;2017;1;"Eduardo Artes Brichetti";9;"Araucania";"Galvarino"
"2829";98;7;81;0;2013;1;"Roxana Miranda Meneses";9;"Araucania";"Galvarino"
"2830";98;567;954;0;2017;1;"Alejandro Guillier Alvarez";9;"Araucania";"Galvarino"
"2831";98;11;22;0;2013;1;"Tomas Jocelyn-Holt Letelier";9;"Araucania";"Galvarino"
"2832";98;2;1528;0;2013;1;"Evelyn Matthei Fornet";9;"Araucania";"Galvarino"
"2833";98;4;256;0;2013;1;"Franco Aldo Parisi Fernandez";9;"Araucania";"Galvarino"
"2834";98;535;49;0;2017;1;"Alejandro Navarro Brain";9;"Araucania";"Galvarino"
"2835";98;6;41;0;2013;1;"Alfredo Sfeir Younis";9;"Araucania";"Galvarino"
"2836";98;1;3429;1;2013;2;"Michelle Bachelet Jeria";9;"Araucania";"Galvarino"
"2837";98;9;29;0;2013;2;"Votos En Blanco";9;"Araucania";"Galvarino"
"2838";98;9;87;0;2013;1;"Votos En Blanco";9;"Araucania";"Galvarino"
"2839";98;2550;1979;0;2017;1;" Sebastian Pinera Echenique";9;"Araucania";"Galvarino"
"2840";98;8;49;0;2017;2;"Votos Nulos";9;"Araucania";"Galvarino"
"2841";98;567;2662;0;2017;2;"Alejandro Guillier Alvarez";9;"Araucania";"Galvarino"
"2842";98;9;21;0;2017;2;"Votos En Blanco";9;"Araucania";"Galvarino"
"2843";99;8;6;0;2013;2;"Votos Nulos";15;"Arica y Parinacota";"General Lagos"
"2844";99;5;15;0;2013;1;"Marcel Claude Reyes";15;"Arica y Parinacota";"General Lagos"
"2845";99;8;8;0;2013;1;"Votos Nulos";15;"Arica y Parinacota";"General Lagos"
"2846";99;2;147;0;2013;2;"Evelyn Matthei Fornet";15;"Arica y Parinacota";"General Lagos"
"2847";99;2551;80;0;2017;1;"Beatriz Sanchez Munoz";15;"Arica y Parinacota";"General Lagos"
"2848";99;3;58;0;2017;1;"Marco Enriquez-Ominami Gumucio";15;"Arica y Parinacota";"General Lagos"
"2849";99;2550;168;1;2017;2;" Sebastian Pinera Echenique";15;"Arica y Parinacota";"General Lagos"
"2850";99;9;11;0;2013;1;"Votos En Blanco";15;"Arica y Parinacota";"General Lagos"
"2851";99;3;45;0;2013;1;"Marco Enriquez-Ominami Gumucio";15;"Arica y Parinacota";"General Lagos"
"2852";99;10;2;0;2013;1;"Ricardo Israel Zipper";15;"Arica y Parinacota";"General Lagos"
"2853";99;1;225;0;2013;1;"Michelle Bachelet Jeria";15;"Arica y Parinacota";"General Lagos"
"2854";99;9;3;0;2017;2;"Votos En Blanco";15;"Arica y Parinacota";"General Lagos"
"2855";99;4;70;0;2013;1;"Franco Aldo Parisi Fernandez";15;"Arica y Parinacota";"General Lagos"
"2856";99;147;47;0;2017;1;"Jose Antonio Kast Rist";15;"Arica y Parinacota";"General Lagos"
"2857";99;561;36;0;2017;1;"Carolina Goic Boroevic";15;"Arica y Parinacota";"General Lagos"
"2858";99;6;3;0;2013;1;"Alfredo Sfeir Younis";15;"Arica y Parinacota";"General Lagos"
"2859";99;567;155;0;2017;1;"Alejandro Guillier Alvarez";15;"Arica y Parinacota";"General Lagos"
"2860";99;11;0;0;2013;1;"Tomas Jocelyn-Holt Letelier";15;"Arica y Parinacota";"General Lagos"
"2861";99;2550;190;0;2017;1;" Sebastian Pinera Echenique";15;"Arica y Parinacota";"General Lagos"
"2862";99;2552;4;0;2017;1;"Eduardo Artes Brichetti";15;"Arica y Parinacota";"General Lagos"
"2863";99;2;109;0;2013;1;"Evelyn Matthei Fornet";15;"Arica y Parinacota";"General Lagos"
"2864";99;7;7;0;2013;1;"Roxana Miranda Meneses";15;"Arica y Parinacota";"General Lagos"
"2865";99;8;5;0;2017;2;"Votos Nulos";15;"Arica y Parinacota";"General Lagos"
"2866";99;8;8;0;2017;1;"Votos Nulos";15;"Arica y Parinacota";"General Lagos"
"2867";99;1;171;1;2013;2;"Michelle Bachelet Jeria";15;"Arica y Parinacota";"General Lagos"
"2868";99;9;2;0;2013;2;"Votos En Blanco";15;"Arica y Parinacota";"General Lagos"
"2869";99;567;150;0;2017;2;"Alejandro Guillier Alvarez";15;"Arica y Parinacota";"General Lagos"
"2870";99;535;9;0;2017;1;"Alejandro Navarro Brain";15;"Arica y Parinacota";"General Lagos"
"2871";99;9;11;0;2017;1;"Votos En Blanco";15;"Arica y Parinacota";"General Lagos"
"2872";100;9;27;0;2013;2;"Votos En Blanco";9;"Araucania";"Gorbea"
"2873";100;5;93;0;2013;1;"Marcel Claude Reyes";9;"Araucania";"Gorbea"
"2874";100;11;13;0;2013;1;"Tomas Jocelyn-Holt Letelier";9;"Araucania";"Gorbea"
"2875";100;6;47;0;2013;1;"Alfredo Sfeir Younis";9;"Araucania";"Gorbea"
"2876";100;561;377;0;2017;1;"Carolina Goic Boroevic";9;"Araucania";"Gorbea"
"2877";100;2;3163;0;2013;2;"Evelyn Matthei Fornet";9;"Araucania";"Gorbea"
"2878";100;8;41;0;2017;2;"Votos Nulos";9;"Araucania";"Gorbea"
"2879";100;1;3471;1;2013;2;"Michelle Bachelet Jeria";9;"Araucania";"Gorbea"
"2880";100;9;70;0;2013;1;"Votos En Blanco";9;"Araucania";"Gorbea"
"2881";100;3;265;0;2017;1;"Marco Enriquez-Ominami Gumucio";9;"Araucania";"Gorbea"
"2882";100;2550;3633;0;2017;1;" Sebastian Pinera Echenique";9;"Araucania";"Gorbea"
"2883";100;2;2673;0;2013;1;"Evelyn Matthei Fornet";9;"Araucania";"Gorbea"
"2884";100;8;69;0;2013;1;"Votos Nulos";9;"Araucania";"Gorbea"
"2885";100;8;59;0;2013;2;"Votos Nulos";9;"Araucania";"Gorbea"
"2886";100;2551;549;0;2017;1;"Beatriz Sanchez Munoz";9;"Araucania";"Gorbea"
"2887";100;4;529;0;2013;1;"Franco Aldo Parisi Fernandez";9;"Araucania";"Gorbea"
"2888";100;9;21;0;2017;2;"Votos En Blanco";9;"Araucania";"Gorbea"
"2889";100;3;453;0;2013;1;"Marco Enriquez-Ominami Gumucio";9;"Araucania";"Gorbea"
"2890";100;567;1234;0;2017;1;"Alejandro Guillier Alvarez";9;"Araucania";"Gorbea"
"2891";100;2552;20;0;2017;1;"Eduardo Artes Brichetti";9;"Araucania";"Gorbea"
"2892";100;567;2242;0;2017;2;"Alejandro Guillier Alvarez";9;"Araucania";"Gorbea"
"2893";100;7;57;0;2013;1;"Roxana Miranda Meneses";9;"Araucania";"Gorbea"
"2894";100;2550;5524;1;2017;2;" Sebastian Pinera Echenique";9;"Araucania";"Gorbea"
"2895";100;8;71;0;2017;1;"Votos Nulos";9;"Araucania";"Gorbea"
"2896";100;1;3389;0;2013;1;"Michelle Bachelet Jeria";9;"Araucania";"Gorbea"
"2897";100;9;70;0;2017;1;"Votos En Blanco";9;"Araucania";"Gorbea"
"2898";100;10;44;0;2013;1;"Ricardo Israel Zipper";9;"Araucania";"Gorbea"
"2899";100;535;23;0;2017;1;"Alejandro Navarro Brain";9;"Araucania";"Gorbea"
"2900";100;147;612;0;2017;1;"Jose Antonio Kast Rist";9;"Araucania";"Gorbea"
"2901";101;8;91;0;2017;2;"Votos Nulos";6;"O'Higgins";"Graneros"
"2902";101;9;108;0;2013;1;"Votos En Blanco";6;"O'Higgins";"Graneros"
"2903";101;2550;4467;0;2017;1;" Sebastian Pinera Echenique";6;"O'Higgins";"Graneros"
"2904";101;2;2704;0;2013;1;"Evelyn Matthei Fornet";6;"O'Higgins";"Graneros"
"2905";101;147;712;0;2017;1;"Jose Antonio Kast Rist";6;"O'Higgins";"Graneros"
"2906";101;11;27;0;2013;1;"Tomas Jocelyn-Holt Letelier";6;"O'Higgins";"Graneros"
"2907";101;2550;7045;1;2017;2;" Sebastian Pinera Echenique";6;"O'Higgins";"Graneros"
"2908";101;9;40;0;2017;2;"Votos En Blanco";6;"O'Higgins";"Graneros"
"2909";101;3;1306;0;2013;1;"Marco Enriquez-Ominami Gumucio";6;"O'Higgins";"Graneros"
"2910";101;561;680;0;2017;1;"Carolina Goic Boroevic";6;"O'Higgins";"Graneros"
"2911";101;8;144;0;2013;2;"Votos Nulos";6;"O'Higgins";"Graneros"
"2912";101;2551;2560;0;2017;1;"Beatriz Sanchez Munoz";6;"O'Higgins";"Graneros"
"2913";101;4;1199;0;2013;1;"Franco Aldo Parisi Fernandez";6;"O'Higgins";"Graneros"
"2914";101;5;298;0;2013;1;"Marcel Claude Reyes";6;"O'Higgins";"Graneros"
"2915";101;1;7902;1;2013;2;"Michelle Bachelet Jeria";6;"O'Higgins";"Graneros"
"2916";101;535;31;0;2017;1;"Alejandro Navarro Brain";6;"O'Higgins";"Graneros"
"2917";101;9;45;0;2013;2;"Votos En Blanco";6;"O'Higgins";"Graneros"
"2918";101;7;107;0;2013;1;"Roxana Miranda Meneses";6;"O'Higgins";"Graneros"
"2919";101;8;118;0;2013;1;"Votos Nulos";6;"O'Higgins";"Graneros"
"2920";101;6;168;0;2013;1;"Alfredo Sfeir Younis";6;"O'Higgins";"Graneros"
"2921";101;10;82;0;2013;1;"Ricardo Israel Zipper";6;"O'Higgins";"Graneros"
"2922";101;2552;57;0;2017;1;"Eduardo Artes Brichetti";6;"O'Higgins";"Graneros"
"2923";101;8;162;0;2017;1;"Votos Nulos";6;"O'Higgins";"Graneros"
"2924";101;567;6385;0;2017;2;"Alejandro Guillier Alvarez";6;"O'Higgins";"Graneros"
"2925";101;567;3136;0;2017;1;"Alejandro Guillier Alvarez";6;"O'Higgins";"Graneros"
"2926";101;1;7253;0;2013;1;"Michelle Bachelet Jeria";6;"O'Higgins";"Graneros"
"2927";101;9;81;0;2017;1;"Votos En Blanco";6;"O'Higgins";"Graneros"
"2928";101;2;3618;0;2013;2;"Evelyn Matthei Fornet";6;"O'Higgins";"Graneros"
"2929";101;3;891;0;2017;1;"Marco Enriquez-Ominami Gumucio";6;"O'Higgins";"Graneros"
"2930";102;5;6;0;2013;1;"Marcel Claude Reyes";11;"Aysen";"Guaitecas"
"2931";102;3;30;0;2013;1;"Marco Enriquez-Ominami Gumucio";11;"Aysen";"Guaitecas"
"2932";102;8;7;0;2013;1;"Votos Nulos";11;"Aysen";"Guaitecas"
"2933";102;3;18;0;2017;1;"Marco Enriquez-Ominami Gumucio";11;"Aysen";"Guaitecas"
"2934";102;2552;2;0;2017;1;"Eduardo Artes Brichetti";11;"Aysen";"Guaitecas"
"2935";102;2551;81;0;2017;1;"Beatriz Sanchez Munoz";11;"Aysen";"Guaitecas"
"2936";102;6;2;0;2013;1;"Alfredo Sfeir Younis";11;"Aysen";"Guaitecas"
"2937";102;4;41;0;2013;1;"Franco Aldo Parisi Fernandez";11;"Aysen";"Guaitecas"
