"";"comuna_datachile_id";"candidato_id";"votos_candidato";"electo";"year";"election_id";"region_id"
"548";19;561;1943;0;2017;1;2
"549";19;567;21717;0;2017;2;2
"550";19;147;5212;0;2017;1;2
"551";19;567;11646;0;2017;1;2
"552";20;8;171;0;2017;1;10
"553";20;9;226;0;2017;1;10
"554";20;9;83;0;2013;2;10
"555";20;8;107;0;2017;2;10
"556";20;9;66;0;2017;2;10
"557";20;567;5230;0;2017;2;10
"558";20;2550;7131;1;2017;2;10
"559";20;8;194;0;2013;1;10
"560";20;9;337;0;2013;1;10
"561";20;10;70;0;2013;1;10
"562";20;1;6054;1;2013;2;10
"563";20;2;4017;0;2013;2;10
"564";20;8;129;0;2013;2;10
"565";20;3;634;0;2017;1;10
"566";20;4;860;0;2013;1;10
"567";20;5;334;0;2013;1;10
"568";20;6;108;0;2013;1;10
"569";20;147;953;0;2017;1;10
"570";20;535;57;0;2017;1;10
"571";20;561;780;0;2017;1;10
"572";20;567;2296;0;2017;1;10
"573";20;2550;4603;0;2017;1;10
"574";20;2551;2106;0;2017;1;10
"575";20;2552;66;0;2017;1;10
"576";20;1;5647;0;2013;1;10
"577";20;2;3181;0;2013;1;10
"578";20;3;997;0;2013;1;10
"579";20;11;35;0;2013;1;10
"580";20;7;117;0;2013;1;10
"581";21;1;3656;1;2013;2;3
"582";21;2;1480;0;2013;2;3
"583";21;2550;2157;0;2017;1;3
"584";21;2551;1157;0;2017;1;3
"585";21;8;63;0;2013;2;3
"586";21;1;3188;0;2013;1;3
"587";21;2;1067;0;2013;1;3
"588";21;3;664;0;2013;1;3
"589";21;4;628;0;2013;1;3
"590";21;5;142;0;2013;1;3
"591";21;6;72;0;2013;1;3
"592";21;7;88;0;2013;1;3
"593";21;8;35;0;2013;1;3
"594";21;9;28;0;2013;1;3
"595";21;10;22;0;2013;1;3
"596";21;11;10;0;2013;1;3
"597";21;8;39;0;2017;2;3
"598";21;9;15;0;2017;2;3
"599";21;2552;30;0;2017;1;3
"600";21;2550;3025;1;2017;2;3
"601";21;9;30;0;2017;1;3
"602";21;147;233;0;2017;1;3
"603";21;3;401;0;2017;1;3
"604";21;8;48;0;2017;1;3
"605";21;9;32;0;2013;2;3
"606";21;567;1881;0;2017;1;3
"607";21;535;14;0;2017;1;3
"608";21;561;202;0;2017;1;3
"609";21;567;3297;0;2017;2;3
"610";22;6;329;0;2013;1;5
"611";22;2;3948;0;2013;1;5
"612";22;3;2202;0;2013;1;5
"613";22;5;576;0;2013;1;5
"614";22;1;11517;0;2013;1;5
"615";22;9;111;0;2017;1;5
"616";22;7;215;0;2013;1;5
"617";22;8;249;0;2013;1;5
"618";22;8;214;0;2017;1;5
"619";22;10;119;0;2013;1;5
"620";22;11;43;0;2013;1;5
"621";22;2551;4696;0;2017;1;5
"622";22;9;175;0;2013;1;5
"623";22;1;12834;1;2013;2;5
"624";22;2;5385;0;2013;2;5
"625";22;8;284;0;2013;2;5
"626";22;4;2438;0;2013;1;5
"627";22;3;1554;0;2017;1;5
"628";22;8;173;0;2017;2;5
"629";22;147;1111;0;2017;1;5
"630";22;535;39;0;2017;1;5
"631";22;561;1083;0;2017;1;5
"632";22;567;4710;0;2017;1;5
"633";22;2550;6909;0;2017;1;5
"634";22;9;57;0;2017;2;5
"635";22;2552;98;0;2017;1;5
"636";22;2550;10509;1;2017;2;5
"637";22;9;104;0;2013;2;5
"638";22;567;10470;0;2017;2;5
"639";23;8;126;0;2017;1;13
"640";23;1;4156;0;2013;1;13
"641";23;3;678;0;2017;1;13
"642";23;10;63;0;2013;1;13
"643";23;9;77;0;2017;1;13
"644";23;9;100;0;2013;1;13
"645";23;2552;55;0;2017;1;13
"646";23;9;32;0;2017;2;13
"647";23;567;4521;0;2017;2;13
"648";23;2550;7692;1;2017;2;13
"649";23;2;3745;0;2013;1;13
"650";23;3;1441;0;2013;1;13
"651";23;4;779;0;2013;1;13
"652";23;147;907;0;2017;1;13
"653";23;535;27;0;2017;1;13
"654";23;561;622;0;2017;1;13
"655";23;567;2042;0;2017;1;13
"656";23;2550;5247;0;2017;1;13
"657";23;2551;2031;0;2017;1;13
"658";23;8;169;0;2013;2;13
"659";23;7;119;0;2013;1;13
"660";23;8;100;0;2013;1;13
"661";23;5;226;0;2013;1;13
"662";23;6;384;0;2013;1;13
"663";23;8;101;0;2017;2;13
"664";23;2;4769;0;2013;2;13
"665";23;11;15;0;2013;1;13
"666";23;9;71;0;2013;2;13
"667";23;1;4894;1;2013;2;13
"668";24;8;51;0;2017;1;5
"669";24;9;26;0;2017;1;5
"670";24;6;83;0;2013;1;5
"671";24;3;308;0;2017;1;5
"672";24;8;67;0;2013;1;5
"673";24;4;448;0;2013;1;5
"674";24;5;86;0;2013;1;5
"675";24;7;97;0;2013;1;5
"676";24;3;395;0;2013;1;5
"677";24;567;2744;0;2017;2;5
"678";24;2550;2879;1;2017;2;5
"679";24;8;35;0;2017;2;5
"680";24;9;4;0;2017;2;5
"681";24;2551;806;0;2017;1;5
"682";24;2552;26;0;2017;1;5
"683";24;567;1787;0;2017;1;5
"684";24;2550;1917;0;2017;1;5
"685";24;2;1016;0;2013;1;5
"686";24;1;3541;0;2013;1;5
"687";24;1;3932;1;2013;2;5
"688";24;2;1184;0;2013;2;5
"689";24;147;267;0;2017;1;5
"690";24;535;17;0;2017;1;5
"691";24;561;275;0;2017;1;5
"692";24;11;14;0;2013;1;5
"693";24;9;44;0;2013;1;5
"694";24;10;23;0;2013;1;5
"695";24;8;45;0;2013;2;5
"696";24;9;18;0;2013;2;5
"697";25;11;1;0;2013;1;15
"698";25;10;2;0;2013;1;15
"699";25;1;390;0;2013;1;15
"700";25;4;152;0;2013;1;15
"701";25;5;14;0;2013;1;15
"702";25;2;260;0;2013;1;15
"703";25;3;140;0;2013;1;15
"704";25;1;346;1;2013;2;15
"705";25;2;265;0;2013;2;15
"706";25;8;9;0;2013;2;15
"707";25;567;468;0;2017;2;15
"708";25;2550;467;1;2017;2;15
"709";25;9;7;0;2017;1;15
"710";25;9;4;0;2013;2;15
"711";25;3;73;0;2017;1;15
"712";25;8;14;0;2017;1;15
"713";25;8;20;0;2013;1;15
"714";25;147;57;0;2017;1;15
"715";25;6;10;0;2013;1;15
"716";25;7;14;0;2013;1;15
"717";25;561;61;0;2017;1;15
"718";25;9;6;0;2013;1;15
"719";25;8;8;0;2017;2;15
"720";25;9;1;0;2017;2;15
"721";25;2552;2;0;2017;1;15
"722";25;567;338;0;2017;1;15
"723";25;2550;350;0;2017;1;15
"724";25;535;6;0;2017;1;15
"725";25;2551;225;0;2017;1;15
"726";26;3;60;0;2013;1;1
"727";26;2;366;0;2013;1;1
"728";26;4;92;0;2013;1;1
"729";26;1;267;0;2013;1;1
"730";26;7;11;0;2013;1;1
"731";26;8;18;0;2013;1;1
"732";26;5;7;0;2013;1;1
"733";26;6;3;0;2013;1;1
"734";26;3;44;0;2017;1;1
"735";26;8;15;0;2017;1;1
"736";26;8;3;0;2017;2;1
"737";26;9;4;0;2017;2;1
"738";26;567;179;0;2017;2;1
"739";26;2550;617;1;2017;2;1
"740";26;9;2;0;2013;2;1
"741";26;2550;445;0;2017;1;1
"742";26;2551;78;0;2017;1;1
"743";26;9;4;0;2013;1;1
"744";26;10;4;0;2013;1;1
"745";26;11;0;0;2013;1;1
"746";26;1;257;1;2013;2;1
"747";26;2;455;0;2013;2;1
"748";26;8;7;0;2013;2;1
